timestamp,mode,battery_voltage,brownout,has_ds_connection,match_time,alliance,driver_station_position,has_fms_connection,is_sys_active,match_type,match_number,queue_index
1427,0,12.5925,0,1,-1,0,2,0,0,0,0,33

1451,0,12.5925,0,1,-1,0,2,0,0,0,0,34

1471,0,12.5862,0,1,-1,0,2,0,0,0,0,35

1491,0,12.5925,0,1,-1,0,2,0,0,0,0,36

1511,0,12.5925,0,1,-1,0,2,0,0,0,0,37

1531,0,12.5799,0,1,-1,0,2,0,0,0,0,38

1551,0,12.5862,0,1,-1,0,2,0,0,0,0,39

1571,0,12.5988,0,1,-1,0,2,0,0,0,0,40

1588,0,12.5799,0,1,-1,0,2,0,0,0,0,41

1607,0,12.5862,0,1,-1,0,2,0,0,0,0,42

1627,0,12.5799,0,1,-1,0,2,0,0,0,0,43

1651,0,12.5925,0,1,-1,0,2,0,0,0,0,44

1671,0,12.5799,0,1,-1,0,2,0,0,0,0,45

1687,0,12.5988,0,1,-1,0,2,0,0,0,0,46

1707,0,12.5799,0,1,-1,0,2,0,0,0,0,47

1727,0,12.605,0,1,-1,0,2,0,0,0,0,48

1751,0,12.5925,0,1,-1,0,2,0,0,0,0,49

1771,0,12.5988,0,1,-1,0,2,0,0,0,0,50

1791,0,12.5988,0,1,-1,0,2,0,0,0,0,51

1811,0,12.5862,0,1,-1,0,2,0,0,0,0,52

1827,0,12.5988,0,1,-1,0,2,0,0,0,0,53

1847,0,12.5862,0,1,-1,0,2,0,0,0,0,54

1871,0,12.5988,0,1,-1,0,2,0,0,0,0,55

1891,0,12.5799,0,1,-1,0,2,0,0,0,0,56

1911,0,12.5925,0,1,-1,0,2,0,0,0,0,57

1927,0,12.5862,0,1,-1,0,2,0,0,0,0,58

1951,0,12.5862,0,1,-1,0,2,0,0,0,0,59

1972,0,12.5862,0,1,-1,0,2,0,0,0,0,60

1987,0,12.5862,0,1,-1,0,2,0,0,0,0,61

2007,0,12.5862,0,1,-1,0,2,0,0,0,0,62

2028,0,12.5925,0,1,-1,0,2,0,0,0,0,63

2047,0,12.5799,0,1,-1,0,2,0,0,0,0,64

2067,0,12.5799,0,1,-1,0,2,0,0,0,0,65

2091,0,12.5988,0,1,-1,0,2,0,0,0,0,66

2111,0,12.5988,0,1,-1,0,2,0,0,0,0,67

2131,0,12.605,0,1,-1,0,2,0,0,0,0,68

2147,0,12.5862,0,1,-1,0,2,0,0,0,0,69

2171,0,12.605,0,1,-1,0,2,0,0,0,0,70

2187,0,12.5862,0,1,-1,0,2,0,0,0,0,71

2210,0,12.5988,0,1,-1,0,2,0,0,0,0,72

2227,0,12.5988,0,1,-1,0,2,0,0,0,0,73

2247,0,12.5925,0,1,-1,0,2,0,0,0,0,74

2267,0,12.605,0,1,-1,0,2,0,0,0,0,75

2287,0,12.5862,0,1,-1,0,2,0,0,0,0,76

2311,0,12.5862,0,1,-1,0,2,0,0,0,0,77

2331,0,12.5925,0,1,-1,0,2,0,0,0,0,78

2351,0,12.5862,0,1,-1,0,2,0,0,0,0,79

2368,0,12.5925,0,1,-1,0,2,0,0,0,0,80

2388,0,12.5736,0,1,-1,0,2,0,0,0,0,81

2411,0,12.5799,0,1,-1,0,2,0,0,0,0,82

2427,0,12.5988,0,1,-1,0,2,0,0,0,0,83

2451,0,12.5862,0,1,-1,0,2,0,0,0,0,84

2468,0,12.5799,0,1,-1,0,2,0,0,0,0,85

2488,0,12.5862,0,1,-1,0,2,0,0,0,0,86

2508,0,12.5862,0,1,-1,0,2,0,0,0,0,87

2531,0,12.5925,0,1,-1,0,2,0,0,0,0,88

2547,0,12.5988,0,1,-1,0,2,0,0,0,0,89

2567,0,12.5988,0,1,-1,0,2,0,0,0,0,90

2591,0,12.5925,0,1,-1,0,2,0,0,0,0,91

2607,0,12.5988,0,1,-1,0,2,0,0,0,0,92

2631,0,12.5988,0,1,-1,0,2,0,0,0,0,93

2647,0,12.5988,0,1,-1,0,2,0,0,0,0,94

2671,0,12.5925,0,1,-1,0,2,0,0,0,0,95

2691,0,12.5988,0,1,-1,0,2,0,0,0,0,96

2707,0,12.605,0,1,-1,0,2,0,0,0,0,97

2727,0,12.5862,0,1,-1,0,2,0,0,0,0,98

2747,0,12.5988,0,1,-1,0,2,0,0,0,0,99

2768,0,12.5862,0,1,-1,0,2,0,0,0,0,100

2791,0,12.5799,0,1,-1,0,2,0,0,0,0,101

2811,0,12.5862,0,1,-1,0,2,0,0,0,0,102

2831,0,12.5862,0,1,-1,0,2,0,0,0,0,103

2847,0,12.5925,0,1,-1,0,2,0,0,0,0,104

2867,0,12.5925,0,1,-1,0,2,0,0,0,0,105

2888,0,12.5799,0,1,-1,0,2,0,0,0,0,106

2907,0,12.5862,0,1,-1,0,2,0,0,0,0,107

2927,0,12.5862,0,1,-1,0,2,0,0,0,0,108

2951,0,12.5988,0,1,-1,0,2,0,0,0,0,109

2968,0,12.5925,0,1,-1,0,2,0,0,0,0,110

2991,0,12.5988,0,1,-1,0,2,0,0,0,0,111

3011,0,12.605,0,1,-1,0,2,0,0,0,0,112

3031,0,12.5925,0,1,-1,0,2,0,0,0,0,113

3048,0,12.5925,0,1,-1,0,2,0,0,0,0,114

3071,0,12.5799,0,1,-1,0,2,0,0,0,0,115

3087,0,12.5925,0,1,-1,0,2,0,0,0,0,116

3107,0,12.5988,0,1,-1,0,2,0,0,0,0,117

3127,0,12.5862,0,1,-1,0,2,0,0,0,0,118

3151,0,12.5925,0,1,-1,0,2,0,0,0,0,119

3171,0,12.5862,0,1,-1,0,2,0,0,0,0,120

3191,0,12.5799,0,1,-1,0,2,0,0,0,0,121

3208,0,12.5862,0,1,-1,0,2,0,0,0,0,122

3227,0,12.5862,0,1,-1,0,2,0,0,0,0,123

3248,0,12.5988,0,1,-1,0,2,0,0,0,0,124

3268,0,12.5736,0,1,-1,0,2,0,0,0,0,125

3287,0,12.5862,0,1,-1,0,2,0,0,0,0,126

3311,0,12.5799,0,1,-1,0,2,0,0,0,0,127

3331,0,12.5925,0,1,-1,0,2,0,0,0,0,128

3347,0,12.5862,0,1,-1,0,2,0,0,0,0,129

3371,0,12.5862,0,1,-1,0,2,0,0,0,0,130

3387,0,12.5988,0,1,-1,0,2,0,0,0,0,131

3407,0,12.5988,0,1,-1,0,2,0,0,0,0,132

3431,0,12.5988,0,1,-1,0,2,0,0,0,0,133

3451,0,12.5988,0,1,-1,0,2,0,0,0,0,134

3467,0,12.5925,0,1,-1,0,2,0,0,0,0,135

3487,0,12.605,0,1,-1,0,2,0,0,0,0,136

3507,0,12.5988,0,1,-1,0,2,0,0,0,0,137

3527,0,12.5988,0,1,-1,0,2,0,0,0,0,138

3547,0,12.5988,0,1,-1,0,2,0,0,0,0,139

3571,0,12.5862,0,1,-1,0,2,0,0,0,0,140

3592,0,12.5925,0,1,-1,0,2,0,0,0,0,141

3607,0,12.5925,0,1,-1,0,2,0,0,0,0,142

3627,0,12.5736,0,1,-1,0,2,0,0,0,0,143

3647,0,12.5862,0,1,-1,0,2,0,0,0,0,144

3667,0,12.5799,0,1,-1,0,2,0,0,0,0,145

3688,0,12.5862,0,1,-1,0,2,0,0,0,0,146

3707,0,12.5862,0,1,-1,0,2,0,0,0,0,147

3731,0,12.5862,0,1,-1,0,2,0,0,0,0,148

3747,0,12.5736,0,1,-1,0,2,0,0,0,0,149

3768,0,12.5925,0,1,-1,0,2,0,0,0,0,150

3787,0,12.5988,0,1,-1,0,2,0,0,0,0,151

3808,0,12.5799,0,1,-1,0,2,0,0,0,0,152

3831,0,12.5925,0,1,-1,0,2,0,0,0,0,153

3847,0,12.5925,0,1,-1,0,2,0,0,0,0,154

