timestamp,state,current_angle,current_angular_velocity,raw_angular_velocity,calibration_time_left,queue_index
1467,2,0,0,0.0259249,9.4,119

1472,2,0,0,0.0309427,9.395,120

1477,2,0,0,0.0326881,9.39,121

1482,2,0,0,0.0289792,9.385,122

1487,2,0,0,0.0287611,9.38,123

1492,2,0,0,0.0274521,9.375,124

1497,2,0,0,0.0259249,9.37,125

1502,2,0,0,0.0267976,9.365,126

1507,2,0,0,0.0296337,9.36,127

1512,2,0,0,0.0302882,9.355,128

1517,2,0,0,0.0241796,9.35,129

1522,2,0,0,0.0246159,9.345,130

1527,2,0,0,0.0270158,9.34,131

1532,2,0,0,0.0315972,9.335,132

1537,2,0,0,0.0322517,9.33,133

1542,2,0,0,0.0267976,9.325,134

1547,2,0,0,0.0291974,9.32,135

1552,2,0,0,0.0318154,9.315,136

1557,2,0,0,0.0333426,9.31,137

1562,2,0,0,0.0313791,9.305,138

1567,2,0,0,0.0324699,9.3,139

1572,2,0,0,0.0300701,9.295,140

1577,2,0,0,0.0311609,9.29,141

1582,2,0,0,0.0302882,9.285,142

1587,2,0,0,0.0331244,9.28,143

1592,2,0,0,0.0320336,9.275,144

1597,2,0,0,0.0326881,9.27,145

1602,2,0,0,0.0335607,9.265,146

1607,2,0,0,0.0311609,9.26,147

1612,2,0,0,0.0300701,9.255,148

1617,2,0,0,0.0318154,9.25,149

1622,2,0,0,0.0307246,9.245,150

1627,2,0,0,0.0333426,9.24,151

1632,2,0,0,0.0342152,9.235,152

1637,2,0,0,0.0342152,9.23,153

1642,2,0,0,0.0300701,9.225,154

1647,2,0,0,0.0315972,9.22,155

1652,2,0,0,0.0318154,9.215,156

1657,2,0,0,0.0272339,9.21,157

1662,2,0,0,0.0311609,9.205,158

1667,2,0,0,0.0265794,9.2,159

1672,2,0,0,0.0274521,9.195,160

1677,2,0,0,0.0259249,9.19,161

1682,2,0,0,0.0259249,9.185,162

1687,2,0,0,0.0267976,9.18,163

1692,2,0,0,0.0267976,9.175,164

1697,2,0,0,0.0265794,9.17,165

1702,2,0,0,0.0283248,9.165,166

1707,2,0,0,0.0274521,9.16,167

1712,2,0,0,0.0259249,9.155,168

1717,2,0,0,0.0287611,9.15,169

1722,2,0,0,0.0261431,9.145,170

1727,2,0,0,0.0315972,9.14,171

1732,2,0,0,0.0281066,9.135,172

1737,2,0,0,0.0235251,9.13,173

1742,2,0,0,0.0272339,9.125,174

1747,2,0,0,0.0278884,9.12,175

1752,2,0,0,0.0254886,9.115,176

1757,2,0,0,0.0318154,9.11,177

1762,2,0,0,0.0265794,9.105,178

1767,2,0,0,0.0261431,9.1,179

1772,2,0,0,0.0289792,9.095,180

1777,2,0,0,0.0276703,9.09,181

1782,2,0,0,0.0267976,9.085,182

1787,2,0,0,0.0257068,9.08,183

1792,2,0,0,0.0283248,9.075,184

1797,2,0,0,0.0300701,9.07,185

1802,2,0,0,0.0315972,9.065,186

1807,2,0,0,0.0309427,9.06,187

1812,2,0,0,0.0241796,9.055,188

1817,2,0,0,0.0281066,9.05,189

1822,2,0,0,0.0272339,9.045,190

1827,2,0,0,0.0305064,9.04,191

1832,2,0,0,0.0289792,9.035,192

1837,2,0,0,0.0302882,9.03,193

1842,2,0,0,0.0300701,9.025,194

1847,2,0,0,0.0272339,9.02,195

1852,2,0,0,0.0257068,9.015,196

1857,2,0,0,0.0233069,9.01,197

1862,2,0,0,0.0272339,9.005,198

1867,2,0,0,0.0339971,9,199

1872,2,0,0,0.0300701,8.995,200

1877,2,0,0,0.0283248,8.99,201

1882,2,0,0,0.0283248,8.985,202

1887,2,0,0,0.0315972,8.98,203

1892,2,0,0,0.0324699,8.975,204

1897,2,0,0,0.0261431,8.97,205

1902,2,0,0,0.0257068,8.965,206

1907,2,0,0,0.0230888,8.96,207

1912,2,0,0,0.0296337,8.955,208

1917,2,0,0,0.0246159,8.95,209

1922,2,0,0,0.0239614,8.945,210

1927,2,0,0,0.0289792,8.94,211

1932,2,0,0,0.0285429,8.935,212

1937,2,0,0,0.0294156,8.93,213

1942,2,0,0,0.0259249,8.925,214

1947,2,0,0,0.0315972,8.92,215

1952,2,0,0,0.0307246,8.915,216

1957,2,0,0,0.0261431,8.91,217

1962,2,0,0,0.0272339,8.905,218

1967,2,0,0,0.0248341,8.9,219

1972,2,0,0,0.0294156,8.895,220

1977,2,0,0,0.0274521,8.89,221

1982,2,0,0,0.0296337,8.885,222

1987,2,0,0,0.0261431,8.88,223

1992,2,0,0,0.0278884,8.875,224

1997,2,0,0,0.0217798,8.87,225

2002,2,0,0,0.0257068,8.865,226

2007,2,0,0,0.0285429,8.86,227

2012,2,0,0,0.0329062,8.855,228

2017,2,0,0,0.0272339,8.85,229

2022,2,0,0,0.0274521,8.845,230

2027,2,0,0,0.0272339,8.84,231

2032,2,0,0,0.0307246,8.835,232

2037,2,0,0,0.0285429,8.83,233

2042,2,0,0,0.0285429,8.825,234

2047,2,0,0,0.0300701,8.82,235

2052,2,0,0,0.0241796,8.815,236

2057,2,0,0,0.0248341,8.81,237

2062,2,0,0,0.0233069,8.805,238

2067,2,0,0,0.0246159,8.8,239

2072,2,0,0,0.0265794,8.795,240

2077,2,0,0,0.0289792,8.79,241

2082,2,0,0,0.0285429,8.785,242

2087,2,0,0,0.0248341,8.78,243

2092,2,0,0,0.0237433,8.775,244

2097,2,0,0,0.0263613,8.77,245

2102,2,0,0,0.0228706,8.765,246

2107,2,0,0,0.0278884,8.76,247

2112,2,0,0,0.0289792,8.755,248

2117,2,0,0,0.0296337,8.75,249

2122,2,0,0,0.0243978,8.745,250

2127,2,0,0,0.0294156,8.74,251

2132,2,0,0,0.0252704,8.735,252

2137,2,0,0,0.0296337,8.73,253

2142,2,0,0,0.0326881,8.725,254

2147,2,0,0,0.0285429,8.72,255

2152,2,0,0,0.0298519,8.715,256

2157,2,0,0,0.0289792,8.71,257

2162,2,0,0,0.0259249,8.705,258

2167,2,0,0,0.0287611,8.7,259

2172,2,0,0,0.0267976,8.695,260

2177,2,0,0,0.0265794,8.69,261

2182,2,0,0,0.0276703,8.685,262

2187,2,0,0,0.0318154,8.68,263

2192,2,0,0,0.0291974,8.675,264

2197,2,0,0,0.0261431,8.67,265

2202,2,0,0,0.0300701,8.665,266

2207,2,0,0,0.0291974,8.66,267

2212,2,0,0,0.0285429,8.655,268

2217,2,0,0,0.0276703,8.65,269

2222,2,0,0,0.0329062,8.645,270

2227,2,0,0,0.0302882,8.64,271

2232,2,0,0,0.0267976,8.635,272

2237,2,0,0,0.0296337,8.63,273

2242,2,0,0,0.0342152,8.625,274

2247,2,0,0,0.0322517,8.62,275

2252,2,0,0,0.0283248,8.615,276

2257,2,0,0,0.0305064,8.61,277

2262,2,0,0,0.0300701,8.605,278

2267,2,0,0,0.0270158,8.6,279

2272,2,0,0,0.0339971,8.595,280

2277,2,0,0,0.0287611,8.59,281

2282,2,0,0,0.0241796,8.585,282

2287,2,0,0,0.0263613,8.58,283

2292,2,0,0,0.0302882,8.575,284

2297,2,0,0,0.0263613,8.57,285

2302,2,0,0,0.0246159,8.565,286

2307,2,0,0,0.0222161,8.56,287

2312,2,0,0,0.0342152,8.555,288

2317,2,0,0,0.0281066,8.55,289

2322,2,0,0,0.0307246,8.545,290

2327,2,0,0,0.0281066,8.54,291

2332,2,0,0,0.0278884,8.535,292

2337,2,0,0,0.0278884,8.53,293

2342,2,0,0,0.0307246,8.525,294

2347,2,0,0,0.0289792,8.52,295

2352,2,0,0,0.0274521,8.515,296

2357,2,0,0,0.0248341,8.51,297

2362,2,0,0,0.0241796,8.505,298

2367,2,0,0,0.0324699,8.5,299

2372,2,0,0,0.0302882,8.495,300

2377,2,0,0,0.0267976,8.49,301

2382,2,0,0,0.0263613,8.485,302

2387,2,0,0,0.0246159,8.48,303

2392,2,0,0,0.0239614,8.475,304

2397,2,0,0,0.0276703,8.47,305

2402,2,0,0,0.0300701,8.465,306

2407,2,0,0,0.0246159,8.46,307

2412,2,0,0,0.0195981,8.455,308

2417,2,0,0,0.0248341,8.45,309

2422,2,0,0,0.0320336,8.445,310

2427,2,0,0,0.0270158,8.44,311

2432,2,0,0,0.0246159,8.435,312

2437,2,0,0,0.0320336,8.43,313

2442,2,0,0,0.0281066,8.425,314

2447,2,0,0,0.0248341,8.42,315

2452,2,0,0,0.0259249,8.415,316

2457,2,0,0,0.0287611,8.41,317

2462,2,0,0,0.0287611,8.405,318

2467,2,0,0,0.0300701,8.4,319

2472,2,0,0,0.0309427,8.395,320

2477,2,0,0,0.0230888,8.39,321

2482,2,0,0,0.0243978,8.385,322

2487,2,0,0,0.0300701,8.38,323

2492,2,0,0,0.0274521,8.375,324

2497,2,0,0,0.0259249,8.37,325

2502,2,0,0,0.0243978,8.365,326

2507,2,0,0,0.0272339,8.36,327

2512,2,0,0,0.0233069,8.355,328

2517,2,0,0,0.0281066,8.35,329

2522,2,0,0,0.0248341,8.345,330

2527,2,0,0,0.0270158,8.34,331

2532,2,0,0,0.0294156,8.335,332

2537,2,0,0,0.0298519,8.33,333

2542,2,0,0,0.0294156,8.325,334

2547,2,0,0,0.0252704,8.32,335

2552,2,0,0,0.0287611,8.315,336

2557,2,0,0,0.0270158,8.31,337

2562,2,0,0,0.0289792,8.305,338

2567,2,0,0,0.0254886,8.3,339

2572,2,0,0,0.0283248,8.295,340

2577,2,0,0,0.0259249,8.29,341

2582,2,0,0,0.0305064,8.285,342

2587,2,0,0,0.0289792,8.28,343

2592,2,0,0,0.0257068,8.275,344

2597,2,0,0,0.0296337,8.27,345

2602,2,0,0,0.0291974,8.265,346

2607,2,0,0,0.0261431,8.26,347

2612,2,0,0,0.0278884,8.255,348

2617,2,0,0,0.0300701,8.25,349

2622,2,0,0,0.0259249,8.245,350

2627,2,0,0,0.0298519,8.24,351

2632,2,0,0,0.0276703,8.235,352

2637,2,0,0,0.0283248,8.23,353

2642,2,0,0,0.0259249,8.225,354

2647,2,0,0,0.0254886,8.22,355

2652,2,0,0,0.0322517,8.215,356

2657,2,0,0,0.0296337,8.21,357

2662,2,0,0,0.0276703,8.205,358

2667,2,0,0,0.0276703,8.2,359

2672,2,0,0,0.0287611,8.195,360

2677,2,0,0,0.0285429,8.19,361

2682,2,0,0,0.0339971,8.185,362

2687,2,0,0,0.0322517,8.18,363

2692,2,0,0,0.0311609,8.175,364

2697,2,0,0,0.0311609,8.17,365

2702,2,0,0,0.0265794,8.165,366

2707,2,0,0,0.0274521,8.16,367

2712,2,0,0,0.0294156,8.155,368

2717,2,0,0,0.0289792,8.15,369

2722,2,0,0,0.0291974,8.145,370

2727,2,0,0,0.0257068,8.14,371

2732,2,0,0,0.0272339,8.135,372

2737,2,0,0,0.0298519,8.13,373

2742,2,0,0,0.0250523,8.125,374

2747,2,0,0,0.0228706,8.12,375

2752,2,0,0,0.0281066,8.115,376

2757,2,0,0,0.0237433,8.11,377

2762,2,0,0,0.0274521,8.105,378

2767,2,0,0,0.0300701,8.1,379

2772,2,0,0,0.0246159,8.095,380

2777,2,0,0,0.0305064,8.09,381

2782,2,0,0,0.0263613,8.085,382

2787,2,0,0,0.0246159,8.08,383

2792,2,0,0,0.0233069,8.075,384

2797,2,0,0,0.0278884,8.07,385

2802,2,0,0,0.0239614,8.065,386

2807,2,0,0,0.0298519,8.06,387

2812,2,0,0,0.0294156,8.055,388

2817,2,0,0,0.0250523,8.05,389

2822,2,0,0,0.0337789,8.045,390

2827,2,0,0,0.0313791,8.04,391

2832,2,0,0,0.0246159,8.035,392

2837,2,0,0,0.0261431,8.03,393

2842,2,0,0,0.0285429,8.025,394

2847,2,0,0,0.0307246,8.02,395

2852,2,0,0,0.0320336,8.015,396

2857,2,0,0,0.0265794,8.01,397

2862,2,0,0,0.0259249,8.005,398

2867,2,0,0,0.0313791,8,399

2872,2,0,0,0.0305064,7.995,400

2877,2,0,0,0.0252704,7.99,401

2882,2,0,0,0.0289792,7.985,402

2887,2,0,0,0.0254886,7.98,403

2892,2,0,0,0.0267976,7.975,404

2897,2,0,0,0.0272339,7.97,405

2902,2,0,0,0.0294156,7.965,406

2907,2,0,0,0.0259249,7.96,407

2912,2,0,0,0.0254886,7.955,408

2917,2,0,0,0.0259249,7.95,409

2922,2,0,0,0.0300701,7.945,410

2927,2,0,0,0.0219979,7.94,411

2932,2,0,0,0.0233069,7.935,412

2937,2,0,0,0.0202526,7.93,413

2942,2,0,0,0.0211253,7.925,414

2947,2,0,0,0.0178528,7.92,415

2952,2,0,0,0.014144,7.915,416

2957,2,0,0,0.0117441,7.91,417

2962,2,0,0,0.0117441,7.905,418

2967,2,0,0,0.00519914,7.9,419

2972,2,0,0,0.00825346,7.895,420

2977,2,0,0,0.011526,7.89,421

2982,2,0,0,0.0152348,7.885,422

2987,2,0,0,0.0206889,7.88,423

2992,2,0,0,0.0248341,7.875,424

2997,2,0,0,0.0333426,7.87,425

3002,2,0,0,0.0342152,7.865,426

3007,2,0,0,0.0315972,7.86,427

3012,2,0,0,0.0363969,7.855,428

3017,2,0,0,0.0381422,7.85,429

3022,2,0,0,0.0368332,7.845,430

3027,2,0,0,0.0302882,7.84,431

3032,2,0,0,0.0263613,7.835,432

3037,2,0,0,0.0228706,7.83,433

3042,2,0,0,0.0276703,7.825,434

3047,2,0,0,0.0257068,7.82,435

3052,2,0,0,0.0235251,7.815,436

3057,2,0,0,0.0233069,7.81,437

3062,2,0,0,0.0259249,7.805,438

3067,2,0,0,0.0287611,7.8,439

3072,2,0,0,0.0329062,7.795,440

3077,2,0,0,0.0285429,7.79,441

3082,2,0,0,0.0257068,7.785,442

3087,2,0,0,0.0250523,7.78,443

3092,2,0,0,0.0243978,7.775,444

3097,2,0,0,0.0298519,7.77,445

3102,2,0,0,0.0322517,7.765,446

3107,2,0,0,0.0370514,7.76,447

3112,2,0,0,0.0425056,7.755,448

3117,2,0,0,0.0350879,7.75,449

3122,2,0,0,0.0344334,7.745,450

3127,2,0,0,0.0361787,7.74,451

3132,2,0,0,0.0250523,7.735,452

3137,2,0,0,0.0259249,7.73,453

3142,2,0,0,0.0189436,7.725,454

3147,2,0,0,0.0246159,7.72,455

3152,2,0,0,0.0224343,7.715,456

3157,2,0,0,0.0178528,7.71,457

3162,2,0,0,0.0215616,7.705,458

3167,2,0,0,0.0182891,7.7,459

3172,2,0,0,0.0167619,7.695,460

3177,2,0,0,0.0206889,7.69,461

3182,2,0,0,0.0233069,7.685,462

3187,2,0,0,0.0174164,7.68,463

3192,2,0,0,0.0178528,7.675,464

3197,2,0,0,0.0209071,7.67,465

3202,2,0,0,0.0300701,7.665,466

3207,2,0,0,0.0289792,7.66,467

3212,2,0,0,0.0353061,7.655,468

3217,2,0,0,0.0385786,7.65,469

3222,2,0,0,0.0416329,7.645,470

3227,2,0,0,0.0486142,7.64,471

3232,2,0,0,0.049705,7.635,472

3237,2,0,0,0.0459962,7.63,473

3242,2,0,0,0.045778,7.625,474

3247,2,0,0,0.0455599,7.62,475

3252,2,0,0,0.0355242,7.615,476

3257,2,0,0,0.0322517,7.61,477

3262,2,0,0,0.0178528,7.605,478

3267,2,0,0,0.0193799,7.6,479

3272,2,0,0,0.0176346,7.595,480

3277,2,0,0,0.0121805,7.59,481

3282,2,0,0,0.0152348,7.585,482

3287,2,0,0,0.0163256,7.58,483

3292,2,0,0,0.0198163,7.575,484

3297,2,0,0,0.0239614,7.57,485

3302,2,0,0,0.0257068,7.565,486

3307,2,0,0,0.0311609,7.56,487

3312,2,0,0,0.0298519,7.555,488

3317,2,0,0,0.0305064,7.55,489

3322,2,0,0,0.0228706,7.545,490

3327,2,0,0,0.0272339,7.54,491

3332,2,0,0,0.0287611,7.535,492

3337,2,0,0,0.0259249,7.53,493

3342,2,0,0,0.0252704,7.525,494

3347,2,0,0,0.0276703,7.52,495

3352,2,0,0,0.0259249,7.515,496

3357,2,0,0,0.0237433,7.51,497

3362,2,0,0,0.0252704,7.505,498

3367,2,0,0,0.0300701,7.5,499

3372,2,0,0,0.0313791,7.495,500

3377,2,0,0,0.0309427,7.49,501

3382,2,0,0,0.0324699,7.485,502

3387,2,0,0,0.0311609,7.48,503

3392,2,0,0,0.0296337,7.475,504

3397,2,0,0,0.0233069,7.47,505

3402,2,0,0,0.0241796,7.465,506

3407,2,0,0,0.0202526,7.46,507

3412,2,0,0,0.0224343,7.455,508

3417,2,0,0,0.0254886,7.45,509

3422,2,0,0,0.0254886,7.445,510

3427,2,0,0,0.0257068,7.44,511

3432,2,0,0,0.0185073,7.435,512

3437,2,0,0,0.0193799,7.43,513

3442,2,0,0,0.0206889,7.425,514

3447,2,0,0,0.0206889,7.42,515

3452,2,0,0,0.0191618,7.415,516

3457,2,0,0,0.0169801,7.41,517

3462,2,0,0,0.014144,7.405,518

3467,2,0,0,0.0158893,7.4,519

3472,2,0,0,0.0174164,7.395,520

3477,2,0,0,0.0226524,7.39,521

3482,2,0,0,0.0259249,7.385,522

3487,2,0,0,0.0272339,7.38,523

3492,2,0,0,0.0355242,7.375,524

3497,2,0,0,0.048396,7.37,525

3502,2,0,0,0.0459962,7.365,526

3507,2,0,0,0.049705,7.36,527

3512,2,0,0,0.0540684,7.355,528

3517,2,0,0,0.0481779,7.35,529

3522,2,0,0,0.04316,7.345,530

3527,2,0,0,0.0477415,7.34,531

3532,2,0,0,0.0453417,7.335,532

3537,2,0,0,0.0372696,7.33,533

3542,2,0,0,0.0267976,7.325,534

3547,2,0,0,0.0226524,7.32,535

3552,2,0,0,0.0137076,7.315,536

3557,2,0,0,0.0143621,7.31,537

3562,2,0,0,0.0169801,7.305,538

3567,2,0,0,0.0139258,7.3,539

3572,2,0,0,0.0167619,7.295,540

3577,2,0,0,0.0198163,7.29,541

3582,2,0,0,0.0182891,7.285,542

3587,2,0,0,0.0187254,7.28,543

3592,2,0,0,0.0263613,7.275,544

3597,2,0,0,0.0217798,7.27,545

3602,2,0,0,0.0195981,7.265,546

3607,2,0,0,0.0265794,7.26,547

3612,2,0,0,0.0270158,7.255,548

3617,2,0,0,0.0248341,7.25,549

3622,2,0,0,0.0239614,7.245,550

3627,2,0,0,0.0217798,7.24,551

3632,2,0,0,0.0281066,7.235,552

3637,2,0,0,0.0337789,7.23,553

3642,2,0,0,0.0420692,7.225,554

3647,2,0,0,0.0374877,7.22,555

3652,2,0,0,0.0433782,7.215,556

3657,2,0,0,0.0464325,7.21,557

3662,2,0,0,0.0442509,7.205,558

3667,2,0,0,0.045778,7.2,559

3672,2,0,0,0.0462144,7.195,560

3677,2,0,0,0.0488324,7.19,561

3682,2,0,0,0.0490505,7.185,562

3687,2,0,0,0.0425056,7.18,563

3692,2,0,0,0.0363969,7.175,564

3697,2,0,0,0.0337789,7.17,565

3702,2,0,0,0.0228706,7.165,566

3707,2,0,0,0.0187254,7.16,567

3712,2,0,0,0.0202526,7.155,568

3717,2,0,0,0.0152348,7.15,569

3722,2,0,0,0.0169801,7.145,570

3727,2,0,0,0.0154529,7.14,571

3732,2,0,0,0.0161074,7.135,572

3737,2,0,0,0.0171983,7.13,573

3742,2,0,0,0.0206889,7.125,574

3747,2,0,0,0.0254886,7.12,575

3752,2,0,0,0.0257068,7.115,576

3757,2,0,0,0.0300701,7.11,577

3762,2,0,0,0.0320336,7.105,578

3767,2,0,0,0.0344334,7.1,579

3772,2,0,0,0.0298519,7.095,580

3777,2,0,0,0.0353061,7.09,581

3782,2,0,0,0.0381422,7.085,582

3787,2,0,0,0.0381422,7.08,583

3792,2,0,0,0.083739,7.075,584

3797,2,0,0,0.0599588,7.07,585

3802,2,0,0,0.0494869,7.065,586

3807,2,0,0,-0.0163993,7.06,587

3812,2,0,0,-0.0432337,7.055,588

3817,2,0,0,-0.0181446,7.05,589

3822,2,0,0,-0.0105088,7.045,590

3827,2,0,0,0.00170848,7.04,591

3832,2,0,0,0.0093443,7.035,592

3837,2,0,0,0.0145803,7.03,593

3842,2,0,0,0.0182891,7.025,594

3847,2,0,0,0.0342152,7.02,595

3852,2,0,0,0.0366151,7.015,596

3857,2,0,0,0.0396694,7.01,597

3862,2,0,0,0.0366151,7.005,598

3867,2,0,0,0.0403239,7,599

3872,2,0,0,0.0464325,6.995,600

3877,2,0,0,0.0451235,6.99,601

3882,2,0,0,0.053632,6.985,602

3887,2,0,0,0.0577772,6.98,603

3892,2,0,0,0.0551592,6.975,604

3897,2,0,0,0.0427237,6.97,605

3902,2,0,0,0.0374877,6.965,606

3907,2,0,0,0.0278884,6.96,607

3912,2,0,0,0.0202526,6.955,608

3917,2,0,0,0.0272339,6.95,609

3922,2,0,0,0.0363969,6.945,610

3927,2,0,0,0.0422874,6.94,611

3932,2,0,0,0.0344334,6.935,612

3937,2,0,0,0.0158893,6.93,613

3942,2,0,0,0.00236298,6.925,614

3947,2,0,0,-0.0113815,6.92,615

3952,2,0,0,-0.00723633,6.915,616

3957,2,0,0,-0.00505467,6.91,617

3962,2,0,0,-0.000473181,6.905,618

3967,2,0,0,0.0211253,6.9,619

3972,2,0,0,0.0305064,6.895,620

3977,2,0,0,0.0366151,6.89,621

3982,2,0,0,0.0361787,6.885,622

3987,2,0,0,0.0462144,6.88,623

3992,2,0,0,0.0475234,6.875,624

3997,2,0,0,0.053632,6.87,625

4002,2,0,0,0.0545047,6.865,626

4007,2,0,0,0.0473052,6.86,627

4012,2,0,0,0.0440327,6.855,628

4017,2,0,0,0.0414147,6.85,629

4022,2,0,0,0.0355242,6.845,630

4027,2,0,0,0.0294156,6.84,631

4032,2,0,0,0.0230888,6.835,632

4037,2,0,0,0.0230888,6.83,633

4042,2,0,0,0.0132713,6.825,634

4047,2,0,0,0.011526,6.82,635

4052,2,0,0,0.0113078,6.815,636

4057,2,0,0,0.0106533,6.81,637

4062,2,0,0,0.0130531,6.805,638

