timestamp,elevator_encoder,elevator_hall,wrist_encoder,wrist_hall,intake_current,has_cube,queue_index
1437,0,0,0,0,0,0,138

1442,0,0,0,0,0,0,139

1447,0,0,0,0,0,0,140

1452,0,0,0,0,0,0,141

1457,0,0,0,0,0,0,142

1462,0,0,0,0,0,0,143

1467,0,0,0,0,0,0,144

1472,0,0,0,0,0,0,145

1477,0,0,0,0,0,0,146

1482,0,0,0,0,0,0,147

1487,0,0,0,0,0,0,148

1492,0,0,0,0,0,0,149

1497,0,0,0,0,0,0,150

1502,0,0,0,0,0,0,151

1507,0,0,0,0,0,0,152

1512,0,0,0,0,0,0,153

1517,0,0,0,0,0,0,154

1522,0,0,0,0,0,0,155

1527,0,0,0,0,0,0,156

1532,0,0,0,0,0,0,157

1537,0,0,0,0,0,0,158

1542,0,0,0,0,0,0,159

1547,0,0,0,0,0,0,160

1552,0,0,0,0,0,0,161

1557,0,0,0,0,0,0,162

1562,0,0,0,0,0,0,163

1567,0,0,0,0,0,0,164

1572,0,0,0,0,0,0,165

1577,0,0,0,0,0,0,166

1582,0,0,0,0,0,0,167

1587,0,0,0,0,0,0,168

1592,0,0,0,0,0,0,169

1597,0,0,0,0,0,0,170

1602,0,0,0,0,0,0,171

1607,0,0,0,0,0,0,172

1612,0,0,0,0,0,0,173

1617,0,0,0,0,0,0,174

1622,0,0,0,0,0,0,175

1627,0,0,0,0,0,0,176

1632,0,0,0,0,0,0,177

1637,0,0,0,0,0,0,178

1642,0,0,0,0,0,0,179

1647,0,0,0,0,0,0,180

1652,0,0,0,0,0,0,181

1657,0,0,0,0,0,0,182

1662,0,0,0,0,0,0,183

1667,0,0,0,0,0,0,184

1672,0,0,0,0,0,0,185

1677,0,0,0,0,0,0,186

1682,0,0,0,0,0,0,187

1687,0,0,0,0,0,0,188

1692,0,0,0,0,0,0,189

1697,0,0,0,0,0,0,190

1702,0,0,0,0,0,0,191

1707,0,0,0,0,0,0,192

1712,0,0,0,0,0,0,193

1717,0,0,0,0,0,0,194

1722,0,0,0,0,0,0,195

1727,0,0,0,0,0,0,196

1732,0,0,0,0,0,0,197

1737,0,0,0,0,0,0,198

1742,0,0,0,0,0,0,199

1747,0,0,0,0,0,0,200

1752,0,0,0,0,0,0,201

1757,0,0,0,0,0,0,202

1762,0,0,0,0,0,0,203

1767,0,0,0,0,0,0,204

1772,0,0,0,0,0,0,205

1777,0,0,0,0,0,0,206

1782,0,0,0,0,0,0,207

1787,0,0,0,0,0,0,208

1792,0,0,0,0,0,0,209

1797,0,0,0,0,0,0,210

1802,0,0,0,0,0,0,211

1807,0,0,0,0,0,0,212

1812,0,0,0,0,0,0,213

1817,0,0,0,0,0,0,214

1822,0,0,0,0,0,0,215

1827,0,0,0,0,0,0,216

1832,0,0,0,0,0,0,217

1837,0,0,0,0,0,0,218

1842,0,0,0,0,0,0,219

1847,0,0,0,0,0,0,220

1852,0,0,0,0,0,0,221

1857,0,0,0,0,0,0,222

1862,0,0,0,0,0,0,223

1867,0,0,0,0,0,0,224

1872,0,0,0,0,0,0,225

1877,0,0,0,0,0,0,226

1882,0,0,0,0,0,0,227

1887,0,0,0,0,0,0,228

1892,0,0,0,0,0,0,229

1897,0,0,0,0,0,0,230

1902,0,0,0,0,0,0,231

1907,0,0,0,0,0,0,232

1912,0,0,0,0,0,0,233

1917,0,0,0,0,0,0,234

1922,0,0,0,0,0,0,235

1927,0,0,0,0,0,0,236

1932,0,0,0,0,0,0,237

1937,0,0,0,0,0,0,238

1942,0,0,0,0,0,0,239

1947,0,0,0,0,0,0,240

1952,0,0,0,0,0,0,241

1957,0,0,0,0,0,0,242

1962,0,0,0,0,0,0,243

1967,0,0,0,0,0,0,244

1972,0,0,0,0,0,0,245

1977,0,0,0,0,0,0,246

1982,0,0,0,0,0,0,247

1987,0,0,0,0,0,0,248

1992,0,0,0,0,0,0,249

1997,0,0,0,0,0,0,250

2002,0,0,0,0,0,0,251

2007,0,0,0,0,0,0,252

2012,0,0,0,0,0,0,253

2017,0,0,0,0,0,0,254

2022,0,0,0,0,0,0,255

2027,0,0,0,0,0,0,256

2032,0,0,0,0,0,0,257

2037,0,0,0,0,0,0,258

2042,0,0,0,0,0,0,259

2047,0,0,0,0,0,0,260

2052,0,0,0,0,0,0,261

2057,0,0,0,0,0,0,262

2062,0,0,0,0,0,0,263

2067,0,0,0,0,0,0,264

2072,0,0,0,0,0,0,265

2077,0,0,0,0,0,0,266

2082,0,0,0,0,0,0,267

2087,0,0,0,0,0,0,268

2092,0,0,0,0,0,0,269

2097,0,0,0,0,0,0,270

2102,0,0,0,0,0,0,271

2107,0,0,0,0,0,0,272

2112,0,0,0,0,0,0,273

2117,0,0,0,0,0,0,274

2122,0,0,0,0,0,0,275

2127,0,0,0,0,0,0,276

2132,0,0,0,0,0,0,277

2137,0,0,0,0,0,0,278

2142,0,0,0,0,0,0,279

2147,0,0,0,0,0,0,280

2152,0,0,0,0,0,0,281

2157,0,0,0,0,0,0,282

2162,0,0,0,0,0,0,283

2167,0,0,0,0,0,0,284

2172,0,0,0,0,0,0,285

2177,0,0,0,0,0,0,286

2182,0,0,0,0,0,0,287

2187,0,0,0,0,0,0,288

2192,0,0,0,0,0,0,289

2197,0,0,0,0,0,0,290

2202,0,0,0,0,0,0,291

2207,0,0,0,0,0,0,292

2212,0,0,0,0,0,0,293

2217,0,0,0,0,0,0,294

2222,0,0,0,0,0,0,295

2227,0,0,0,0,0,0,296

2232,0,0,0,0,0,0,297

2237,0,0,0,0,0,0,298

2242,0,0,0,0,0,0,299

2247,0,0,0,0,0,0,300

2252,0,0,0,0,0,0,301

2257,0,0,0,0,0,0,302

2262,0,0,0,0,0,0,303

2267,0,0,0,0,0,0,304

2272,0,0,0,0,0,0,305

2277,0,0,0,0,0,0,306

2282,0,0,0,0,0,0,307

2287,0,0,0,0,0,0,308

2292,0,0,0,0,0,0,309

2297,0,0,0,0,0,0,310

2302,0,0,0,0,0,0,311

2307,0,0,0,0,0,0,312

2312,0,0,0,0,0,0,313

2317,0,0,0,0,0,0,314

2322,0,0,0,0,0,0,315

2327,0,0,0,0,0,0,316

2332,0,0,0,0,0,0,317

2337,0,0,0,0,0,0,318

2342,0,0,0,0,0,0,319

2347,0,0,0,0,0,0,320

2352,0,0,0,0,0,0,321

2357,0,0,0,0,0,0,322

2362,0,0,0,0,0,0,323

2367,0,0,0,0,0,0,324

2372,0,0,0,0,0,0,325

2377,0,0,0,0,0,0,326

2382,0,0,0,0,0,0,327

2387,0,0,0,0,0,0,328

2392,0,0,0,0,0,0,329

2397,0,0,0,0,0,0,330

2402,0,0,0,0,0,0,331

2407,0,0,0,0,0,0,332

2412,0,0,0,0,0,0,333

2417,0,0,0,0,0,0,334

2422,0,0,0,0,0,0,335

2427,0,0,0,0,0,0,336

2432,0,0,0,0,0,0,337

2437,0,0,0,0,0,0,338

2442,0,0,0,0,0,0,339

2447,0,0,0,0,0,0,340

2452,0,0,0,0,0,0,341

2457,0,0,0,0,0,0,342

2462,0,0,0,0,0,0,343

2467,0,0,0,0,0,0,344

2472,0,0,0,0,0,0,345

2477,0,0,0,0,0,0,346

2482,0,0,0,0,0,0,347

2487,0,0,0,0,0,0,348

2492,0,0,0,0,0,0,349

2497,0,0,0,0,0,0,350

2502,0,0,0,0,0,0,351

2507,0,0,0,0,0,0,352

2512,0,0,0,0,0,0,353

2517,0,0,0,0,0,0,354

2522,0,0,0,0,0,0,355

2527,0,0,0,0,0,0,356

2532,0,0,0,0,0,0,357

2537,0,0,0,0,0,0,358

2542,0,0,0,0,0,0,359

2547,0,0,0,0,0,0,360

2552,0,0,0,0,0,0,361

2557,0,0,0,0,0,0,362

2562,0,0,0,0,0,0,363

2567,0,0,0,0,0,0,364

2572,0,0,0,0,0,0,365

2577,0,0,0,0,0,0,366

2582,0,0,0,0,0,0,367

2587,0,0,0,0,0,0,368

2592,0,0,0,0,0,0,369

2597,0,0,0,0,0,0,370

2602,0,0,0,0,0,0,371

2607,0,0,0,0,0,0,372

2612,0,0,0,0,0,0,373

2617,0,0,0,0,0,0,374

2622,0,0,0,0,0,0,375

2627,0,0,0,0,0,0,376

2632,0,0,0,0,0,0,377

2637,0,0,0,0,0,0,378

2642,0,0,0,0,0,0,379

2647,0,0,0,0,0,0,380

2652,0,0,0,0,0,0,381

2657,0,0,0,0,0,0,382

2662,0,0,0,0,0,0,383

2667,0,0,0,0,0,0,384

2672,0,0,0,0,0,0,385

2677,0,0,0,0,0,0,386

2682,0,0,0,0,0,0,387

2687,0,0,0,0,0,0,388

2692,0,0,0,0,0,0,389

2697,0,0,0,0,0,0,390

2702,0,0,0,0,0,0,391

2707,0,0,0,0,0,0,392

2712,0,0,0,0,0,0,393

2717,0,0,0,0,0,0,394

2722,0,0,0,0,0,0,395

2727,0,0,0,0,0,0,396

2732,0,0,0,0,0,0,397

2737,0,0,0,0,0,0,398

2742,0,0,0,0,0,0,399

2747,0,0,0,0,0,0,400

2752,0,0,0,0,0,0,401

2757,0,0,0,0,0,0,402

2762,0,0,0,0,0,0,403

2767,0,0,0,0,0,0,404

2772,0,0,0,0,0,0,405

2777,0,0,0,0,0,0,406

2782,0,0,0,0,0,0,407

2787,0,0,0,0,0,0,408

2792,0,0,0,0,0,0,409

2797,0,0,0,0,0,0,410

2802,0,0,0,0,0,0,411

2807,0,0,0,0,0,0,412

2812,0,0,0,0,0,0,413

2817,0,0,0,0,0,0,414

2822,0,0,0,0,0,0,415

2827,0,0,0,0,0,0,416

2832,0,0,0,0,0,0,417

2837,0,0,0,0,0,0,418

2842,0,0,0,0,0,0,419

2847,0,0,0,0,0,0,420

2852,0,0,0,0,0,0,421

2857,0,0,0,0,0,0,422

2862,0,0,0,0,0,0,423

2867,0,0,0,0,0,0,424

2872,0,0,0,0,0,0,425

2877,0,0,0,0,0,0,426

2882,0,0,0,0,0,0,427

2887,0,0,0,0,0,0,428

2892,0,0,0,0,0,0,429

2897,0,0,0,0,0,0,430

2902,0,0,0,0,0,0,431

2907,0,0,0,0,0,0,432

2912,0,0,0,0,0,0,433

2917,0,0,0,0,0,0,434

2922,0,0,0,0,0,0,435

2927,0,0,0,0,0,0,436

2932,0,0,0,0,0,0,437

2937,0,0,0,0,0,0,438

2942,0,0,0,0,0,0,439

2947,0,0,0,0,0,0,440

2952,0,0,0,0,0,0,441

2957,0,0,0,0,0,0,442

2962,0,0,0,0,0,0,443

2967,0,0,0,0,0,0,444

2972,0,0,0,0,0,0,445

2977,0,0,0,0,0,0,446

2982,0,0,0,0,0,0,447

2987,0,0,0,0,0,0,448

2992,0,0,0,0,0,0,449

2997,0,0,0,0,0,0,450

3002,0,0,0,0,0,0,451

3007,0,0,0,0,0,0,452

3012,0,0,0,0,0,0,453

3017,0,0,0,0,0,0,454

3022,0,0,0,0,0,0,455

3027,0,0,0,0,0,0,456

3032,0,0,0,0,0,0,457

3037,0,0,0,0,0,0,458

3042,0,0,0,0,0,0,459

3047,0,0,0,0,0,0,460

3052,0,0,0,0,0,0,461

3057,0,0,0,0,0,0,462

3062,0,0,0,0,0,0,463

3067,0,0,0,0,0,0,464

3072,0,0,0,0,0,0,465

3077,0,0,0,0,0,0,466

3082,0,0,0.000715977,0,0,0,467

3087,0,0,0.00286391,0,0,0,468

3092,0,0,0.00501184,0,0,0,469

3097,0,0,0.00572782,0,0,0,470

3102,0,0,0.00644379,0,0,0,471

3107,0,0,0.00787575,0,0,0,472

3112,0,0,0.0100237,0,0,0,473

3117,0,0,0.0136036,0,0,0,474

3122,0,0,0.0186154,0,0,0,475

3127,0,0,0.0250592,0,0,0,476

3132,0,0,0.0343669,0,0,0,477

3137,0,0,0.0443906,0,0,0,478

3142,0,0,0.0565622,0,0,0,479

3147,0,0,0.0694498,0,0,0,480

3152,0.00015476,0,0.0837693,1,0,0,481

3157,0.00015476,0,0.0988048,1,0,0,482

3162,0.00030952,0,0.114556,1,0,0,483

3167,0.00030952,0,0.130308,1,0,0,484

3172,0.00030952,0,0.146775,1,0,0,485

3177,0.00030952,0,0.163243,1,0,0,486

3182,0.00030952,0,0.180426,1,0,0,487

3187,0.00030952,0,0.198326,1,0,0,488

3192,0.00030952,0,0.216225,1,0,0,489

3197,0.00030952,0,0.234124,1,0,0,490

3202,0.00030952,0,0.25274,1,0,0,491

3207,0.00030952,0,0.272071,1,0,0,492

3212,0.00030952,0,0.292119,1,0,0,493

3217,0.00030952,0,0.312166,0,0,0,494

3222,0.00030952,0,0.332929,0,0,0,495

3227,0.00046428,0,0.354409,0,0,0,496

3232,0.00046428,0,0.375172,0,0,0,497

3237,0.00046428,0,0.396651,0,0,0,498

3242,0.00046428,0,0.417415,0,0,0,499

3247,0.00046428,0,0.438894,0,0,0,500

3252,0.00030952,0,0.459657,0,0,0,501

3257,0.00030952,0,0.479705,0,0,0,502

3262,0.00030952,0,0.499752,0,0,0,503

3267,0.00030952,0,0.519799,0,0,0,504

3272,0.00030952,0,0.539131,0,0,0,505

3277,0.00030952,0,0.557746,0,0,0,506

3282,0.00030952,0,0.57493,0,0,0,507

3287,0.00030952,0,0.592113,0,0,0,508

3292,0.00030952,0,0.60858,0,0,0,509

3297,0.00030952,0,0.624332,0,0,0,510

3302,0.00030952,0,0.640083,0,0,0,511

3307,0.00030952,0,0.655119,0,0,0,512

3312,0.00030952,0,0.668723,0,0,0,513

3317,0.00030952,0,0.682326,0,0,0,514

3322,0.00030952,0,0.695214,0,0,0,515

3327,0.00030952,0,0.707385,0,0,0,516

3332,0.00030952,0,0.718125,0,0,0,517

3337,0.00030952,0,0.728865,0,0,0,518

3342,0.00030952,0,0.738888,0,0,0,519

3347,0.00030952,0,0.748196,0,0,0,520

3352,0.00030952,0,0.756072,0,0,0,521

3357,0.00030952,0,0.763947,0,0,0,522

3362,0.00030952,0,0.771823,0,0,0,523

3367,0.00030952,0,0.778267,0,0,0,524

3372,0.00030952,0,0.783995,0,0,0,525

3377,0.00030952,0,0.789723,0,0,0,526

3382,0.00030952,0,0.794735,0,0,0,527

3387,0.00030952,0,0.799746,0,0,0,528

3392,0.00030952,0,0.803326,0,0,0,529

3397,0.00030952,0,0.807622,0,0,0,530

3402,0.00030952,0,0.810486,0,0,0,531

3407,0.00030952,0,0.814066,0,0,0,532

3412,0.00015476,0,0.81693,0,0,0,533

3417,0.00015476,0,0.818362,0,0,0,534

3422,0.00015476,0,0.819078,0,0,0,535

3427,0.00015476,0,0.818362,0,0,0,536

3432,0.00015476,0,0.819794,0,0,0,537

3437,0.00015476,0,0.82051,0,0,0,538

3442,0.00015476,0,0.821226,0,0,0,539

3447,0.00015476,0,0.821226,0,0,0,540

3452,0.00015476,0,0.82051,0,0,0,541

3457,0.00015476,0,0.818362,0,0,0,542

3462,0.00015476,0,0.814782,0,0,0,543

3467,0.00015476,0,0.80977,0,0,0,544

3472,0.00015476,0,0.803326,0,0,0,545

3477,0.00015476,0,0.79545,0,0,0,546

3482,0.00015476,0,0.787575,0,0,0,547

3487,0.00015476,0,0.778267,0,0,0,548

3492,0.00015476,0,0.768243,0,0,0,549

3497,0.00015476,0,0.758936,0,0,0,550

3502,0.00015476,0,0.748912,0,0,0,551

3507,0.00015476,0,0.738888,0,0,0,552

3512,0.00015476,0,0.728865,0,0,0,553

3517,0.00015476,0,0.718841,0,0,0,554

3522,0.00015476,0,0.708817,0,0,0,555

3527,0.00015476,0,0.698794,0,0,0,556

3532,0.00015476,0,0.688054,0,0,0,557

3537,0.00015476,0,0.677314,0,0,0,558

3542,0.00015476,0,0.665859,0,0,0,559

3547,0.00015476,0,0.654403,0,0,0,560

3552,0.00015476,0,0.642231,0,0,0,561

3557,0.00015476,0,0.629344,0,0,0,562

3562,0.00015476,0,0.61574,0,0,0,563

3567,0.00015476,0,0.602137,0,0,0,564

3572,0.00015476,0,0.587817,0,0,0,565

3577,0.00015476,0,0.572782,0,0,0,566

3582,0.00015476,0,0.558462,0,0,0,567

3587,0.00015476,0,0.542711,0,0,0,568

3592,0.00015476,0,0.528391,0,0,0,569

3597,0.00015476,0,0.513356,0,0,0,570

3602,0.00015476,0,0.49832,0,0,0,571

3607,0.00015476,0,0.484,0,0,0,572

3612,0.00015476,0,0.469681,0,0,0,573

3617,0.00015476,0,0.455361,0,0,0,574

3622,0.00015476,0,0.441042,0,0,0,575

3627,0.00015476,0,0.426722,0,0,0,576

3632,0.00015476,0,0.412403,0,0,0,577

3637,0.00015476,0,0.398083,0,0,0,578

3642,0.00015476,0,0.383764,0,0,0,579

3647,0.00015476,0,0.369444,1,0,0,580

3652,0.00015476,0,0.355125,1,0,0,581

3657,0.00015476,0,0.341521,1,0,0,582

3662,0.00015476,0,0.327202,1,0,0,583

3667,0.00015476,0,0.312882,1,0,0,584

3672,0.00015476,0,0.299278,1,0,0,585

3677,0.00015476,0,0.284959,1,0,0,586

3682,0,0,0.269923,1,0,0,587

3687,0,0,0.255604,1,0,0,588

3692,0,0,0.241284,1,0,0,589

3697,0,0,0.226249,1,0,0,590

3702,0,0,0.211929,1,0,0,591

3707,0,0,0.196894,1,0,0,592

3712,0,0,0.182574,1,0,0,593

3717,0,0,0.167539,1,0,0,594

3722,0,0,0.153219,1,0,0,595

3727,0,0,0.138184,0,0,0,596

3732,0,0,0.123864,0,0,0,597

3737,0,0,0.108829,0,0,0,598

3742,0,0,0.094509,0,0,0,599

3747,0,0,0.0801894,0,0,0,600

3752,0,0,0.0658699,0,0,0,601

3757,0,0,0.0515503,0,0,0,602

3762,0,0,0.0372308,0,0,0,603

3767,0,0,0.0229113,0,0,0,604

3772,0,0,0.00859172,0,0,0,605

3777,0,0,-0.00429586,0,0,0,606

3782,0,0,-0.0164675,0,0,0,607

3787,0,0,-0.0279231,0,0,0,608

3792,-0.00015476,0,-0.0336509,0,0,0,609

3797,-0.00015476,0,-0.0422426,0,0,0,610

3802,-0.00015476,0,-0.0501184,0,0,0,611

3807,0,0,-0.0565622,0,0,0,612

3812,0,0,-0.060858,0,0,0,613

3817,0,0,-0.06229,0,0,0,614

3822,0.00015476,0,-0.060858,0,0,0,615

3827,0.00015476,0,-0.0579941,0,0,0,616

3832,0.00015476,0,-0.0544143,0,0,0,617

3837,0.00030952,0,-0.0494024,0,0,0,618

3842,0.00030952,0,-0.0451066,0,0,0,619

3847,0.00030952,0,-0.0400947,0,0,0,620

3852,0.00030952,0,-0.0357989,0,0,0,621

3857,0.00030952,0,-0.032219,0,0,0,622

3862,0.00015476,0,-0.0286391,0,0,0,623

3867,0.00015476,0,-0.0257752,0,0,0,624

3872,0.00015476,0,-0.0221953,0,0,0,625

3877,0,0,-0.0200474,0,0,0,626

3882,0,0,-0.0171834,0,0,0,627

3887,0,0,-0.0150355,0,0,0,628

3892,0,0,-0.0136036,0,0,0,629

3897,0,0,-0.0114556,0,0,0,630

3902,0.00015476,0,-0.0114556,0,0,0,631

3907,0.00015476,0,-0.0107397,0,0,0,632

3912,0.00015476,0,-0.0100237,0,0,0,633

3917,0.00015476,0,-0.0100237,0,0,0,634

3922,0.00015476,0,-0.0107397,0,0,0,635

3927,0,0,-0.0107397,0,0,0,636

3932,0,0,-0.0107397,0,0,0,637

3937,0,0,-0.0107397,0,0,0,638

3942,0,0,-0.0107397,0,0,0,639

3947,0,0,-0.0107397,0,0,0,640

3952,0,0,-0.0107397,0,0,0,641

3957,0,0,-0.0107397,0,0,0,642

3962,0,0,-0.0107397,0,0,0,643

3967,0.00015476,0,-0.0107397,0,0,0,644

3972,0.00015476,0,-0.0107397,0,0,0,645

3977,0.00015476,0,-0.0107397,0,0,0,646

3982,0.00015476,0,-0.0107397,0,0,0,647

3987,0.00015476,0,-0.0107397,0,0,0,648

3992,0.00015476,0,-0.0107397,0,0,0,649

3997,0.00015476,0,-0.0107397,0,0,0,650

4002,0.00015476,0,-0.0107397,0,0,0,651

4007,0.00015476,0,-0.0107397,0,0,0,652

4012,0,0,-0.0107397,0,0,0,653

4017,0,0,-0.0107397,0,0,0,654

4022,0,0,-0.0107397,0,0,0,655

4027,0,0,-0.0107397,0,0,0,656

4032,0,0,-0.0107397,0,0,0,657

4037,0,0,-0.0107397,0,0,0,658

4042,0,0,-0.0107397,0,0,0,659

4047,0,0,-0.0107397,0,0,0,660

4052,0,0,-0.0107397,0,0,0,661

4057,0,0,-0.0107397,0,0,0,662

4062,0,0,-0.0107397,0,0,0,663

4067,0,0,-0.0107397,0,0,0,664

4072,0,0,-0.0107397,0,0,0,665

4077,0,0,-0.0107397,0,0,0,666

4082,0,0,-0.0107397,0,0,0,667

4087,0,0,-0.0107397,0,0,0,668

4092,0,0,-0.0107397,0,0,0,669

4097,0,0,-0.0107397,0,0,0,670

4102,0,0,-0.0107397,0,0,0,671

4107,0,0,-0.0107397,0,0,0,672

4112,0,0,-0.0107397,0,0,0,673

4117,0,0,-0.0107397,0,0,0,674

4122,0,0,-0.0107397,0,0,0,675

4127,0,0,-0.0107397,0,0,0,676

4132,0,0,-0.0107397,0,0,0,677

4137,0,0,-0.0107397,0,0,0,678

4142,0,0,-0.0107397,0,0,0,679

4147,0,0,-0.0107397,0,0,0,680

4152,0,0,-0.0107397,0,0,0,681

4157,0,0,-0.0107397,0,0,0,682

4162,0,0,-0.0107397,0,0,0,683

4167,0,0,-0.0107397,0,0,0,684

4172,0,0,-0.0107397,0,0,0,685

4177,0,0,-0.0107397,0,0,0,686

4182,0,0,-0.0107397,0,0,0,687

4187,0,0,-0.0107397,0,0,0,688

4192,0,0,-0.0107397,0,0,0,689

4197,0,0,-0.0107397,0,0,0,690

4202,0,0,-0.0107397,0,0,0,691

4207,0,0,-0.0107397,0,0,0,692

4212,0,0,-0.0107397,0,0,0,693

4217,0,0,-0.0107397,0,0,0,694

4222,0,0,-0.0107397,0,0,0,695

