timestamp,left_voltage,right_voltage,high_gear,queue_index
89252,-0.0268554,0.0268554,0,17702

89257,0.0180013,-0.0180013,0,17703

89262,-0.00225658,0.00225658,0,17704

89267,0.00642537,-0.00642537,0,17705

89272,0.00787236,-0.00787236,0,17706

89277,-0.0167265,0.0167265,0,17707

89282,-0.0167265,0.0167265,0,17708

89287,0.0136603,-0.0136603,0,17709

89292,0.0252363,-0.0252363,0,17710

89297,0.00642537,-0.00642537,0,17711

89302,0.00208439,-0.00208439,0,17712

89307,0.0165543,-0.0165543,0,17713

89312,0.0353652,-0.0353652,0,17714

89317,0.00208439,-0.00208439,0,17715

89322,-0.0268554,0.0268554,0,17716

89327,0.00642537,-0.00642537,0,17717

89332,0.00497837,-0.00497837,0,17718

89337,-0.0123855,0.0123855,0,17719

89342,-0.00949154,0.00949154,0,17720

89347,-0.0138325,0.0138325,0,17721

89352,-0.0181735,0.0181735,0,17722

89357,-0.0254084,0.0254084,0,17723

89362,-0.0268554,0.0268554,0,17724

89367,0.0339182,-0.0339182,0,17725

89372,0.0382592,-0.0382592,0,17726

89377,0.0165543,-0.0165543,0,17727

89382,-0.00515057,0.00515057,0,17728

89387,-0.00515057,0.00515057,0,17729

89392,0.0107663,-0.0107663,0,17730

89397,0.00497837,-0.00497837,0,17731

89402,0.0223423,-0.0223423,0,17732

89407,-0.0123855,0.0123855,0,17733

89412,-0.00515057,0.00515057,0,17734

89417,-0.0181735,0.0181735,0,17735

89422,-0.00804455,0.00804455,0,17736

89427,-0.00515057,0.00515057,0,17737

89432,-0.0254084,0.0254084,0,17738

89437,-0.0109385,0.0109385,0,17739

89442,0.0223423,-0.0223423,0,17740

89447,0.0136603,-0.0136603,0,17741

89452,-0.0167265,0.0167265,0,17742

89457,-0.00225658,0.00225658,0,17743

89462,0.0339182,-0.0339182,0,17744

89467,-0.00804455,0.00804455,0,17745

89472,-0.00370357,0.00370357,0,17746

89477,-0.0225145,0.0225145,0,17747

89482,0.0223423,-0.0223423,0,17748

89487,-0.00515057,0.00515057,0,17749

89492,0.0266832,-0.0266832,0,17750

89497,0.0324712,-0.0324712,0,17751

89502,0.0136603,-0.0136603,0,17752

89507,0.0295772,-0.0295772,0,17753

89512,0.00931935,-0.00931935,0,17754

89517,0.0122133,-0.0122133,0,17755

89522,0.0266832,-0.0266832,0,17756

89527,-0.0109385,0.0109385,0,17757

89532,0.00497837,-0.00497837,0,17758

89537,-0.0109385,0.0109385,0,17759

89542,-0.0254084,0.0254084,0,17760

89547,-0.0225145,0.0225145,0,17761

89552,-0.00659756,0.00659756,0,17762

89557,0.00208439,-0.00208439,0,17763

89562,0.0107663,-0.0107663,0,17764

89567,0.0165543,-0.0165543,0,17765

89572,0.0281302,-0.0281302,0,17766

89577,-0.0109385,0.0109385,0,17767

89582,-0.0109385,0.0109385,0,17768

89587,-0.00225658,0.00225658,0,17769

89592,-0.00225658,0.00225658,0,17770

89597,-0.0196205,0.0196205,0,17771

89602,0.0006374,-0.0006374,0,17772

89607,0.0252363,-0.0252363,0,17773

89612,0.0252363,-0.0252363,0,17774

89617,-0.00370357,0.00370357,0,17775

