timestamp,left_encoder,right_encoder,left_shifter_position,right_shifter_position,low_left_hall,high_left_hall,low_right_hall,high_right_hall,queue_index

8549,0,0.000935115,0,0,0,0,0,0,1561

8554,0,0.000935115,0,0,0,0,0,0,1562

8559,0,0.000935115,0,0,0,0,0,0,1563

8564,0,0.000935115,0,0,0,0,0,0,1564

8569,0,0.000935115,0,0,0,0,0,0,1565

8574,0,0.000935115,0,0,0,0,0,0,1566

8579,0,0.000935115,0,0,0,0,0,0,1567

8584,0,0.000935115,0,0,0,0,0,0,1568

8589,0,0.000935115,0,0,0,0,0,0,1569

8594,0,0.000935115,0,0,0,0,0,0,1570

8599,0,0.000935115,0,0,0,0,0,0,1571

8604,0,0,0,0,0,0,0,0,1572

8609,0,0,0,0,0,0,0,0,1573

8614,0,0,0,0,0,0,0,0,1574

8619,0,0,0,0,0,0,0,0,1575

8624,0,0,0,0,0,0,0,0,1576

8629,-0.000935115,0,0,0,0,0,0,0,1577

8634,-0.000935115,0,0,0,0,0,0,0,1578

8639,-0.000935115,0,0,0,0,0,0,0,1579

8644,-0.000935115,0,0,0,0,0,0,0,1580

8649,-0.000935115,0,0,0,0,0,0,0,1581

8654,-0.000935115,0,0,0,0,0,0,0,1582

8659,-0.000935115,0,0,0,0,0,0,0,1583

8664,-0.000935115,0,0,0,0,0,0,0,1584

8669,-0.000935115,0,0,0,0,0,0,0,1585

8674,-0.000935115,0,0,0,0,0,0,0,1586

8679,-0.000935115,0,0,0,0,0,0,0,1587

8684,-0.000935115,0,0,0,0,0,0,0,1588

8689,-0.000935115,0,0,0,0,0,0,0,1589

8694,-0.000935115,0,0,0,0,0,0,0,1590

8699,-0.000935115,0,0,0,0,0,0,0,1591

8704,-0.000935115,0.000935115,0,0,0,0,0,0,1592

8709,0,0.000935115,0,0,0,0,0,0,1593

8714,0,0.000935115,0,0,0,0,0,0,1594

8719,0,0.000935115,0,0,0,0,0,0,1595

8724,0,0.000935115,0,0,0,0,0,0,1596

8729,0,0.000935115,0,0,0,0,0,0,1597

8734,0,0.000935115,0,0,0,0,0,0,1598

8739,0,0.000935115,0,0,0,0,0,0,1599

8744,0,0.000935115,0,0,0,0,0,0,1600

8749,0,0.000935115,0,0,0,0,0,0,1601

8754,0,0.000935115,0,0,0,0,0,0,1602

8759,0,0.000935115,0,0,0,0,0,0,1603

8764,0,0.000935115,0,0,0,0,0,0,1604

8769,0,0.000935115,0,0,0,0,0,0,1605

8774,0,0.000935115,0,0,0,0,0,0,1606

8779,0,0.000935115,0,0,0,0,0,0,1607

8784,0,0.000935115,0,0,0,0,0,0,1608

8789,0,0.000935115,0,0,0,0,0,0,1609

8794,0,0.000935115,0,0,0,0,0,0,1610

8799,0,0.000935115,0,0,0,0,0,0,1611

8804,0,0.000935115,0,0,0,0,0,0,1612

8809,0,0.000935115,0,0,0,0,0,0,1613

8814,0,0.000935115,0,0,0,0,0,0,1614

8819,0,0.000935115,0,0,0,0,0,0,1615

8824,0,0.000935115,0,0,0,0,0,0,1616

8829,0,0.000935115,0,0,0,0,0,0,1617

8834,0,0.000935115,0,0,0,0,0,0,1618

8839,0,0.000935115,0,0,0,0,0,0,1619

8844,0,0.000935115,0,0,0,0,0,0,1620

8849,0,0.000935115,0,0,0,0,0,0,1621

8854,0,0.000935115,0,0,0,0,0,0,1622

8859,0,0.000935115,0,0,0,0,0,0,1623

8864,0,0.000935115,0,0,0,0,0,0,1624

8869,0,0.000935115,0,0,0,0,0,0,1625

8874,0,0.000935115,0,0,0,0,0,0,1626

8879,0,0.000935115,0,0,0,0,0,0,1627

8884,0,0.000935115,0,0,0,0,0,0,1628

8889,0,0.000935115,0,0,0,0,0,0,1629

8894,0,0.000935115,0,0,0,0,0,0,1630

8899,0,0.000935115,0,0,0,0,0,0,1631

8904,0,0.000935115,0,0,0,0,0,0,1632

8909,0,0.000935115,0,0,0,0,0,0,1633

8914,0,0.000935115,0,0,0,0,0,0,1634

8919,0,0.000935115,0,0,0,0,0,0,1635

8924,0,0,0,0,0,0,0,0,1636

8929,0,0,0,0,0,0,0,0,1637

8934,0,0,0,0,0,0,0,0,1638

8939,0,0,0,0,0,0,0,0,1639

8944,0,0,0,0,0,0,0,0,1640

8949,0,0,0,0,0,0,0,0,1641

8954,0,0,0,0,0,0,0,0,1642

8959,0,0,0,0,0,0,0,0,1643

8964,0,0,0,0,0,0,0,0,1644

8969,0,0,0,0,0,0,0,0,1645

8974,0,0,0,0,0,0,0,0,1646

8979,0,0,0,0,0,0,0,0,1647

8984,0,0,0,0,0,0,0,0,1648

8989,0,0,0,0,0,0,0,0,1649

8994,0,0,0,0,0,0,0,0,1650

8999,0,0,0,0,0,0,0,0,1651

9004,-0.000935115,0,0,0,0,0,0,0,1652

9009,-0.000935115,0,0,0,0,0,0,0,1653

9014,-0.000935115,0,0,0,0,0,0,0,1654

9019,-0.000935115,0,0,0,0,0,0,0,1655

9024,-0.000935115,0,0,0,0,0,0,0,1656

9029,0,0,0,0,0,0,0,0,1657

9034,0,0,0,0,0,0,0,0,1658

9039,0,0,0,0,0,0,0,0,1659

9044,0,0,0,0,0,0,0,0,1660

9049,0,0,0,0,0,0,0,0,1661

9054,0,0,0,0,0,0,0,0,1662

9059,0,0,0,0,0,0,0,0,1663

9064,0,0,0,0,0,0,0,0,1664

9069,0,0.000935115,0,0,0,0,0,0,1665

9074,0,0.000935115,0,0,0,0,0,0,1666

9079,0,0.000935115,0,0,0,0,0,0,1667

9084,0,0.000935115,0,0,0,0,0,0,1668

9089,0,0.000935115,0,0,0,0,0,0,1669

9094,0,0.000935115,0,0,0,0,0,0,1670

9099,0,0.000935115,0,0,0,0,0,0,1671

9104,0,0.000935115,0,0,0,0,0,0,1672

9109,0,0.000935115,0,0,0,0,0,0,1673

9114,0,0.000935115,0,0,0,0,0,0,1674

9119,0,0.000935115,0,0,0,0,0,0,1675

9124,0,0.000935115,0,0,0,0,0,0,1676

9129,0,0.000935115,0,0,0,0,0,0,1677

9134,0,0.000935115,0,0,0,0,0,0,1678

9139,0,0.000935115,0,0,0,0,0,0,1679

9144,0,0.000935115,0,0,0,0,0,0,1680

9149,0,0.000935115,0,0,0,0,0,0,1681

9154,0,0.000935115,0,0,0,0,0,0,1682

9159,0,0.000935115,0,0,0,0,0,0,1683

9164,0,0.000935115,0,0,0,0,0,0,1684

9169,0,0.000935115,0,0,0,0,0,0,1685

9174,0,0.000935115,0,0,0,0,0,0,1686

9179,0,0.000935115,0,0,0,0,0,0,1687

9184,0,0.000935115,0,0,0,0,0,0,1688

9189,0,0.000935115,0,0,0,0,0,0,1689

9194,0,0.000935115,0,0,0,0,0,0,1690

9199,0,0.000935115,0,0,0,0,0,0,1691

9204,0,0.000935115,0,0,0,0,0,0,1692

9209,0,0.000935115,0,0,0,0,0,0,1693

9214,0,0.000935115,0,0,0,0,0,0,1694

9219,0,0.000935115,0,0,0,0,0,0,1695

9224,0,0.000935115,0,0,0,0,0,0,1696

9229,0,0.000935115,0,0,0,0,0,0,1697

9234,0,0.000935115,0,0,0,0,0,0,1698

9239,0,0.000935115,0,0,0,0,0,0,1699

9244,0,0.000935115,0,0,0,0,0,0,1700

9249,0,0.000935115,0,0,0,0,0,0,1701

9254,0,0.000935115,0,0,0,0,0,0,1702

9259,0,0.000935115,0,0,0,0,0,0,1703

9264,0,0.000935115,0,0,0,0,0,0,1704

9269,0,0.000935115,0,0,0,0,0,0,1705

9274,0,0.000935115,0,0,0,0,0,0,1706

9279,0,0.000935115,0,0,0,0,0,0,1707

9284,0,0.000935115,0,0,0,0,0,0,1708

9289,0,0.000935115,0,0,0,0,0,0,1709

9294,0,0.000935115,0,0,0,0,0,0,1710

9299,0,0.000935115,0,0,0,0,0,0,1711

9304,0,0.000935115,0,0,0,0,0,0,1712

9309,0,0.000935115,0,0,0,0,0,0,1713

9314,0,0.000935115,0,0,0,0,0,0,1714

9319,0,0.000935115,0,0,0,0,0,0,1715

9324,0,0.000935115,0,0,0,0,0,0,1716

9329,0,0.000935115,0,0,0,0,0,0,1717

9334,0,0,0,0,0,0,0,0,1718

9339,0,0,0,0,0,0,0,0,1719

9344,0,0,0,0,0,0,0,0,1720

9349,0,0,0,0,0,0,0,0,1721

9354,0,0,0,0,0,0,0,0,1722

9359,0,0,0,0,0,0,0,0,1723

9364,0,0,0,0,0,0,0,0,1724

9369,0,0,0,0,0,0,0,0,1725

9374,0,0,0,0,0,0,0,0,1726

9379,0,0,0,0,0,0,0,0,1727

9384,0,0,0,0,0,0,0,0,1728

9389,0,0,0,0,0,0,0,0,1729

9394,0,0,0,0,0,0,0,0,1730

9399,0,0,0,0,0,0,0,0,1731

9404,0,0,0,0,0,0,0,0,1732

9409,0,0,0,0,0,0,0,0,1733

9414,0,0,0,0,0,0,0,0,1734

9419,0,0,0,0,0,0,0,0,1735

9424,0,0,0,0,0,0,0,0,1736

9429,0,0,0,0,0,0,0,0,1737

9434,0,0,0,0,0,0,0,0,1738

9439,0,0,0,0,0,0,0,0,1739

9444,0,0,0,0,0,0,0,0,1740

9449,0,0,0,0,0,0,0,0,1741

9454,0,0,0,0,0,0,0,0,1742

9459,0,0,0,0,0,0,0,0,1743

9464,0,0,0,0,0,0,0,0,1744

9469,0,0,0,0,0,0,0,0,1745

9474,0,0,0,0,0,0,0,0,1746

9479,0,0,0,0,0,0,0,0,1747

9484,0,0,0,0,0,0,0,0,1748

9489,0,0,0,0,0,0,0,0,1749

9494,0,0,0,0,0,0,0,0,1750

9499,0,0,0,0,0,0,0,0,1751

9504,0,0,0,0,0,0,0,0,1752

9509,0,0,0,0,0,0,0,0,1753

9514,0,0,0,0,0,0,0,0,1754

9519,0,0,0,0,0,0,0,0,1755

9524,0,0,0,0,0,0,0,0,1756

9529,0,0,0,0,0,0,0,0,1757

9534,0,0,0,0,0,0,0,0,1758

9539,0,0,0,0,0,0,0,0,1759

9544,0,0,0,0,0,0,0,0,1760

9549,0,0,0,0,0,0,0,0,1761

9554,0,0,0,0,0,0,0,0,1762

9559,0,0,0,0,0,0,0,0,1763

9564,0,0,0,0,0,0,0,0,1764

9569,0,0,0,0,0,0,0,0,1765

9574,0,0,0,0,0,0,0,0,1766

9579,0,0,0,0,0,0,0,0,1767

9584,0,0,0,0,0,0,0,0,1768

9589,0,0,0,0,0,0,0,0,1769

9594,0,0,0,0,0,0,0,0,1770

9599,0,0,0,0,0,0,0,0,1771

9604,0,0,0,0,0,0,0,0,1772

9609,0,0,0,0,0,0,0,0,1773

9614,0,0,0,0,0,0,0,0,1774

9619,0,0,0,0,0,0,0,0,1775

9624,0,0,0,0,0,0,0,0,1776

9629,0,0,0,0,0,0,0,0,1777

9634,0,0,0,0,0,0,0,0,1778

9639,0,0,0,0,0,0,0,0,1779

9644,0,0,0,0,0,0,0,0,1780

9649,0,0,0,0,0,0,0,0,1781

9654,0,0,0,0,0,0,0,0,1782

9659,0,0,0,0,0,0,0,0,1783

9664,0,0,0,0,0,0,0,0,1784

9669,0,0,0,0,0,0,0,0,1785

9674,0,0,0,0,0,0,0,0,1786

9679,0,0,0,0,0,0,0,0,1787

9684,0,0,0,0,0,0,0,0,1788

9689,0,0,0,0,0,0,0,0,1789

9694,0,0,0,0,0,0,0,0,1790

9699,0,0,0,0,0,0,0,0,1791

9704,0,0,0,0,0,0,0,0,1792

9709,0,0,0,0,0,0,0,0,1793

9714,0,0,0,0,0,0,0,0,1794

9719,0,0,0,0,0,0,0,0,1795

9724,0,0,0,0,0,0,0,0,1796

9729,0,0,0,0,0,0,0,0,1797

9734,0,0,0,0,0,0,0,0,1798

9739,0,0,0,0,0,0,0,0,1799

9744,0,0,0,0,0,0,0,0,1800

9749,0,0,0,0,0,0,0,0,1801

9754,0,0,0,0,0,0,0,0,1802

9759,0,0,0,0,0,0,0,0,1803

9764,0,0,0,0,0,0,0,0,1804

9769,0,0,0,0,0,0,0,0,1805

9774,0,0,0,0,0,0,0,0,1806

9779,0,0,0,0,0,0,0,0,1807

9784,0,0,0,0,0,0,0,0,1808

9789,0,0,0,0,0,0,0,0,1809

9794,0,0,0,0,0,0,0,0,1810

9799,0,0,0,0,0,0,0,0,1811

9804,0,0,0,0,0,0,0,0,1812

9809,0,0,0,0,0,0,0,0,1813

9814,0,0,0,0,0,0,0,0,1814

9819,0,0,0,0,0,0,0,0,1815

9824,0,0,0,0,0,0,0,0,1816

9829,0,0,0,0,0,0,0,0,1817

9834,0,0,0,0,0,0,0,0,1818

9839,0,0,0,0,0,0,0,0,1819

9844,0,0,0,0,0,0,0,0,1820

9849,0,0,0,0,0,0,0,0,1821

9854,0,0,0,0,0,0,0,0,1822

9859,0,0,0,0,0,0,0,0,1823

9864,0,0,0,0,0,0,0,0,1824

9869,0,0,0,0,0,0,0,0,1825

9874,0,0,0,0,0,0,0,0,1826

9879,0,0,0,0,0,0,0,0,1827

9884,0,0,0,0,0,0,0,0,1828

9889,0,0,0,0,0,0,0,0,1829

9894,0,0,0,0,0,0,0,0,1830

9899,0,0,0,0,0,0,0,0,1831

9904,0,0,0,0,0,0,0,0,1832

9909,0,0,0,0,0,0,0,0,1833

9914,0,0,0,0,0,0,0,0,1834

9919,0,0,0,0,0,0,0,0,1835

9924,0,0,0,0,0,0,0,0,1836

9929,0,0,0,0,0,0,0,0,1837

9934,0,0,0,0,0,0,0,0,1838

9939,0,0,0,0,0,0,0,0,1839

9944,0,0,0,0,0,0,0,0,1840

9949,0,0,0,0,0,0,0,0,1841

9954,0,0,0,0,0,0,0,0,1842

9959,0,0,0,0,0,0,0,0,1843

9964,0,0,0,0,0,0,0,0,1844

9969,0,0,0,0,0,0,0,0,1845

9974,0,0,0,0,0,0,0,0,1846

9979,0,0,0,0,0,0,0,0,1847

9984,0,0,0,0,0,0,0,0,1848

9989,0,0,0,0,0,0,0,0,1849

9994,0,0,0,0,0,0,0,0,1850

9999,0,0,0,0,0,0,0,0,1851

10004,0,0,0,0,0,0,0,0,1852

10009,0,0,0,0,0,0,0,0,1853

10014,0,0,0,0,0,0,0,0,1854

10019,-0.000935115,0,0,0,0,0,0,0,1855

10024,-0.000935115,0,0,0,0,0,0,0,1856

10029,-0.000935115,0,0,0,0,0,0,0,1857

10034,-0.000935115,0,0,0,0,0,0,0,1858

10039,-0.000935115,0,0,0,0,0,0,0,1859

10044,-0.00187023,0,0,0,0,0,0,0,1860

10049,-0.00187023,0,0,0,0,0,0,0,1861

10054,-0.00187023,0,0,0,0,0,0,0,1862

10059,-0.00187023,0,0,0,0,0,0,0,1863

10064,-0.000935115,0,0,0,0,0,0,0,1864

10069,-0.000935115,0,0,0,0,0,0,0,1865

10074,-0.000935115,0,0,0,0,0,0,0,1866

10079,-0.000935115,0,0,0,0,0,0,0,1867

10084,-0.000935115,0,0,0,0,0,0,0,1868

10089,-0.000935115,0,0,0,0,0,0,0,1869

10094,-0.000935115,0,0,0,0,0,0,0,1870

10099,-0.000935115,0,0,0,0,0,0,0,1871

10104,0,0,0,0,0,0,0,0,1872

10109,0,0,0,0,0,0,0,0,1873

10114,0,0,0,0,0,0,0,0,1874

10119,0,0,0,0,0,0,0,0,1875

10124,0,0,0,0,0,0,0,0,1876

10129,0,0,0,0,0,0,0,0,1877

10134,0,0,0,0,0,0,0,0,1878

10139,0,0,0,0,0,0,0,0,1879

10144,0,0.000935115,0,0,0,0,0,0,1880

10149,0,0.000935115,0,0,0,0,0,0,1881

10154,0,0.000935115,0,0,0,0,0,0,1882

10159,0,0.00187023,0,0,0,0,0,0,1883

10164,0,0.00187023,0,0,0,0,0,0,1884

10169,0,0.00187023,0,0,0,0,0,0,1885

10174,0,0.00187023,0,0,0,0,0,0,1886

10179,0,0.00187023,0,0,0,0,0,0,1887

10184,0,0.00280534,0,0,0,0,0,0,1888

10189,0,0.00280534,0,0,0,0,0,0,1889

10194,0,0.00280534,0,0,0,0,0,0,1890

10199,0,0.00280534,0,0,0,0,0,0,1891

10204,0.000935115,0.00280534,0,0,0,0,0,0,1892

10209,0.000935115,0.00374046,0,0,0,0,0,0,1893

10214,0.000935115,0.00374046,0,0,0,0,0,0,1894

10219,0.000935115,0.00374046,0,0,0,0,0,0,1895

10224,0.00187023,0.00374046,0,0,0,0,0,0,1896

10229,0.00187023,0.00374046,0,0,0,0,0,0,1897

10234,0.00187023,0.00374046,0,0,0,0,0,0,1898

10239,0.00187023,0.00374046,0,0,0,0,0,0,1899

10244,0.00187023,0.00374046,0,0,0,0,0,0,1900

10249,0.00280534,0.00374046,0,0,0,0,0,0,1901

10254,0.00280534,0.00374046,0,0,0,0,0,0,1902

10259,0.00280534,0.00374046,0,0,0,0,0,0,1903

10264,0.00280534,0.00374046,0,0,0,0,0,0,1904

10269,0.00280534,0.00374046,0,0,0,0,0,0,1905

10274,0.00374046,0.00374046,0,0,0,0,0,0,1906

10279,0.00374046,0.00467557,0,0,0,0,0,0,1907

10284,0.00374046,0.00467557,0,0,0,0,0,0,1908

10289,0.00374046,0.00467557,0,0,0,0,0,0,1909

10294,0.00374046,0.00467557,0,0,0,0,0,0,1910

10299,0.00374046,0.00467557,0,0,0,0,0,0,1911

10304,0.00374046,0.00467557,0,0,0,0,0,0,1912

10309,0.00374046,0.00467557,0,0,0,0,0,0,1913

10314,0.00374046,0.00467557,0,0,0,0,0,0,1914

10319,0.00374046,0.00467557,0,0,0,0,0,0,1915

10324,0.00374046,0.00467557,0,0,0,0,0,0,1916

10329,0.00374046,0.00467557,0,0,0,0,0,0,1917

10334,0.00374046,0.00467557,0,0,0,0,0,0,1918

10339,0.00374046,0.00467557,0,0,0,0,0,0,1919

10344,0.00374046,0.00467557,0,0,0,0,0,0,1920

10349,0.00374046,0.00467557,0,0,0,0,0,0,1921

10354,0.00374046,0.00467557,0,0,0,0,0,0,1922

10359,0.00374046,0.00467557,0,0,0,0,0,0,1923

10364,0.00374046,0.00467557,0,0,0,0,0,0,1924

10369,0.00280534,0.00467557,0,0,0,0,0,0,1925

10374,0.00280534,0.00467557,0,0,0,0,0,0,1926

10379,0.00280534,0.00467557,0,0,0,0,0,0,1927

10384,0.00280534,0.00467557,0,0,0,0,0,0,1928

10389,0.00280534,0.00467557,0,0,0,0,0,0,1929

10394,0.00280534,0.00467557,0,0,0,0,0,0,1930

10399,0.00280534,0.00467557,0,0,0,0,0,0,1931

10404,0.00280534,0.00467557,0,0,0,0,0,0,1932

10409,0.00280534,0.00467557,0,0,0,0,0,0,1933

10414,0.00280534,0.00467557,0,0,0,0,0,0,1934

10419,0.00280534,0.00467557,0,0,0,0,0,0,1935

10424,0.00280534,0.00467557,0,0,0,0,0,0,1936

10429,0.00280534,0.00467557,0,0,0,0,0,0,1937

10434,0.00280534,0.00374046,0,0,0,0,0,0,1938

10439,0.00280534,0.00374046,0,0,0,0,0,0,1939

10444,0.00187023,0.00374046,0,0,0,0,0,0,1940

10449,0.00187023,0.00374046,0,0,0,0,0,0,1941

10454,0.00187023,0.00374046,0,0,0,0,0,0,1942

10459,0.00187023,0.00374046,0,0,0,0,0,0,1943

10464,0.00187023,0.00374046,0,0,0,0,0,0,1944

10469,0.00187023,0.00374046,0,0,0,0,0,0,1945

10474,0.00187023,0.00374046,0,0,0,0,0,0,1946

10479,0.00187023,0.00374046,0,0,0,0,0,0,1947

10484,0.00187023,0.00374046,0,0,0,0,0,0,1948

10489,0.00187023,0.00374046,0,0,0,0,0,0,1949

10494,0.00187023,0.00374046,0,0,0,0,0,0,1950

10499,0.00187023,0.00374046,0,0,0,0,0,0,1951

10504,0.00187023,0.00374046,0,0,0,0,0,0,1952

10509,0.00187023,0.00374046,0,0,0,0,0,0,1953

10514,0.00187023,0.00374046,0,0,0,0,0,0,1954

10519,0.00187023,0.00374046,0,0,0,0,0,0,1955

10524,0.00187023,0.00374046,0,0,0,0,0,0,1956

10529,0.00187023,0.00374046,0,0,0,0,0,0,1957

10534,0.00187023,0.00374046,0,0,0,0,0,0,1958

10539,0.00187023,0.00374046,0,0,0,0,0,0,1959

10544,0.00187023,0.00374046,0,0,0,0,0,0,1960

10549,0.00187023,0.00374046,0,0,0,0,0,0,1961

10554,0.00187023,0.00374046,0,0,0,0,0,0,1962

10559,0.00187023,0.00374046,0,0,0,0,0,0,1963

10564,0.00187023,0.00374046,0,0,0,0,0,0,1964

10569,0.00187023,0.00374046,0,0,0,0,0,0,1965

10574,0.00187023,0.00374046,0,0,0,0,0,0,1966

10579,0.00187023,0.00374046,0,0,0,0,0,0,1967

10584,0.00187023,0.00374046,0,0,0,0,0,0,1968

10589,0.00187023,0.00374046,0,0,0,0,0,0,1969

10594,0.00187023,0.00374046,0,0,0,0,0,0,1970

10599,0.00187023,0.00374046,0,0,0,0,0,0,1971

10604,0.00187023,0.00374046,0,0,0,0,0,0,1972

10609,0.00187023,0.00374046,0,0,0,0,0,0,1973

10614,0.00187023,0.00374046,0,0,0,0,0,0,1974

10619,0.00187023,0.00374046,0,0,0,0,0,0,1975

10624,0.00187023,0.00374046,0,0,0,0,0,0,1976

10629,0.00280534,0.00374046,0,0,0,0,0,0,1977

10634,0.00280534,0.00374046,0,0,0,0,0,0,1978

10639,0.00280534,0.00374046,0,0,0,0,0,0,1979

10644,0.00280534,0.00374046,0,0,0,0,0,0,1980

10649,0.00280534,0.00374046,0,0,0,0,0,0,1981

10654,0.00280534,0.00374046,0,0,0,0,0,0,1982

10659,0.00280534,0.00374046,0,0,0,0,0,0,1983

10664,0.00280534,0.00374046,0,0,0,0,0,0,1984

10669,0.00280534,0.00374046,0,0,0,0,0,0,1985

10674,0.00280534,0.00374046,0,0,0,0,0,0,1986

10679,0.00280534,0.00374046,0,0,0,0,0,0,1987

10684,0.00280534,0.00374046,0,0,0,0,0,0,1988

10689,0.00280534,0.00374046,0,0,0,0,0,0,1989

10694,0.00280534,0.00374046,0,0,0,0,0,0,1990

10699,0.00280534,0.00374046,0,0,0,0,0,0,1991

10704,0.00280534,0.00374046,0,0,0,0,0,0,1992

10709,0.00280534,0.00374046,0,0,0,0,0,0,1993

10714,0.00280534,0.00374046,0,0,0,0,0,0,1994

10719,0.00280534,0.00374046,0,0,0,0,0,0,1995

10724,0.00280534,0.00374046,0,0,0,0,0,0,1996

10729,0.00280534,0.00374046,0,0,0,0,0,0,1997

10734,0.00280534,0.00374046,0,0,0,0,0,0,1998

10739,0.00280534,0.00374046,0,0,0,0,0,0,1999

10744,0.00280534,0.00374046,0,0,0,0,0,0,2000

10749,0.00280534,0.00374046,0,0,0,0,0,0,2001

10754,0.00280534,0.00374046,0,0,0,0,0,0,2002

10759,0.00280534,0.00374046,0,0,0,0,0,0,2003

10764,0.00280534,0.00374046,0,0,0,0,0,0,2004

10769,0.00280534,0.00374046,0,0,0,0,0,0,2005

10774,0.00280534,0.00374046,0,0,0,0,0,0,2006

10779,0.00280534,0.00374046,0,0,0,0,0,0,2007

10784,0.00187023,0.00374046,0,0,0,0,0,0,2008

10789,0.00187023,0.00280534,0,0,0,0,0,0,2009

10794,0.00187023,0.00280534,0,0,0,0,0,0,2010

10799,0.00187023,0.00280534,0,0,0,0,0,0,2011

10804,0.000935115,0.00280534,0,0,0,0,0,0,2012

10809,0.000935115,0.00187023,0,0,0,0,0,0,2013

10814,0.000935115,0.00187023,0,0,0,0,0,0,2014

10819,0.000935115,0.00187023,0,0,0,0,0,0,2015

10824,0.000935115,0.000935115,0,0,0,0,0,0,2016

10829,0.000935115,0.000935115,0,0,0,0,0,0,2017

10834,0.00187023,0.000935115,0,0,0,0,0,0,2018

10839,0.00187023,0.000935115,0,0,0,0,0,0,2019

10844,0.000935115,0.000935115,0,0,0,0,0,0,2020

10849,0.000935115,0.000935115,0,0,0,0,0,0,2021

10854,0.000935115,0.000935115,0,0,0,0,0,0,2022

10859,0.000935115,0.000935115,0,0,0,0,0,0,2023

10864,0.000935115,0.000935115,0,0,0,0,0,0,2024

10869,0.000935115,0.000935115,0,0,0,0,0,0,2025

10874,0.000935115,0.000935115,0,0,0,0,0,0,2026

10879,0,0.000935115,0,0,0,0,0,0,2027

10884,0,0.000935115,0,0,0,0,0,0,2028

10889,0,0.000935115,0,0,0,0,0,0,2029

10894,0,0.000935115,0,0,0,0,0,0,2030

10899,0,0.000935115,0,0,0,0,0,0,2031

10904,0,0.000935115,0,0,0,0,0,0,2032

10909,0,0.000935115,0,0,0,0,0,0,2033

10914,0,0.000935115,0,0,0,0,0,0,2034

10919,0,0.000935115,0,0,0,0,0,0,2035

10924,0,0.000935115,0,0,0,0,0,0,2036

10929,0,0,0,0,0,0,0,0,2037

10934,0,0,0,0,0,0,0,0,2038

10939,0,0,0,0,0,0,0,0,2039

10944,0,0,0,0,0,0,0,0,2040

10949,0,0,0,0,0,0,0,0,2041

10954,0,0,0,0,0,0,0,0,2042

10959,0,0,0,0,0,0,0,0,2043

10964,0,0,0,0,0,0,0,0,2044

10969,0,0,0,0,0,0,0,0,2045

10974,0,0,0,0,0,0,0,0,2046

10979,0,0.000935115,0,0,0,0,0,0,2047

10984,0,0.000935115,0,0,0,0,0,0,2048

10989,0,0.000935115,0,0,0,0,0,0,2049

10994,0,0.000935115,0,0,0,0,0,0,2050

10999,0,0.000935115,0,0,0,0,0,0,2051

11004,0,0.000935115,0,0,0,0,0,0,2052

11009,0,0.000935115,0,0,0,0,0,0,2053

11014,0,0.000935115,0,0,0,0,0,0,2054

11019,0,0.000935115,0,0,0,0,0,0,2055

11024,0,0.000935115,0,0,0,0,0,0,2056

11029,0,0.000935115,0,0,0,0,0,0,2057

11034,0,0.000935115,0,0,0,0,0,0,2058

11039,0,0.000935115,0,0,0,0,0,0,2059

11044,0.000935115,0.000935115,0,0,0,0,0,0,2060

11049,0.000935115,0.000935115,0,0,0,0,0,0,2061

11054,0.000935115,0.000935115,0,0,0,0,0,0,2062

11059,0.000935115,0.000935115,0,0,0,0,0,0,2063

11064,0.000935115,0.000935115,0,0,0,0,0,0,2064

11069,0.000935115,0.000935115,0,0,0,0,0,0,2065

11074,0.000935115,0.000935115,0,0,0,0,0,0,2066

11079,0.000935115,0.000935115,0,0,0,0,0,0,2067

11084,0.000935115,0.000935115,0,0,0,0,0,0,2068

11089,0.000935115,0.000935115,0,0,0,0,0,0,2069

11094,0.000935115,0.000935115,0,0,0,0,0,0,2070

11099,0.000935115,0.000935115,0,0,0,0,0,0,2071

11104,0.000935115,0.000935115,0,0,0,0,0,0,2072

11109,0.000935115,0.000935115,0,0,0,0,0,0,2073

11114,0.000935115,0.000935115,0,0,0,0,0,0,2074

11119,0.000935115,0.000935115,0,0,0,0,0,0,2075

11124,0.000935115,0.000935115,0,0,0,0,0,0,2076

11129,0.000935115,0.000935115,0,0,0,0,0,0,2077

11134,0.000935115,0.000935115,0,0,0,0,0,0,2078

