timestamp,button1,button2,button3,button4,button5,button6,button7,button8,button9,button10,button11,button12,button13,axis1,axis2,axis3,axis4,axis5,axis6,queue_index

1423,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,33

1443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,34

1463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,35

1483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,36

1503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,37

1523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,38

1543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,39

1563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,40

1583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,41

1603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,42

1623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,43

1643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,44

1663,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,45

1683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,46

1703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,47

1723,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,48

1743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,49

1763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,50

1783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,51

1803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,52

1823,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,53

1843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,54

1863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,55

1883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,56

1903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,57

1923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,58

1943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,59

1963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,60

1983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,61

2003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,62

2023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,63

2043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,64

2063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,65

2083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,66

2103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,67

2123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,68

2143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,69

2163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,70

2183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,71

2203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,72

2223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,73

2243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,74

2263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,75

2283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,76

2303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,77

2323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,78

2343,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,79

2363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,80

2383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,81

2403,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,82

2423,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,83

2463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,84

2483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,85

2503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,86

2523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,87

2543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,88

2563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,89

2583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,90

2603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,91

2623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,92

2643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,93

2663,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,94

2683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,95

2703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,96

2723,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,97

2743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,98

2763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,99

2783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,100

2803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,101

2823,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,102

2843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,103

2863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,104

2883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,105

2903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,106

2923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,107

2943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,108

2963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,109

2983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,110

3003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,111

3023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,112

3043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,113

3063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,114

3083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,115

3103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,116

3123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,117

3143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,118

3163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,119

3183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,120

3203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,121

3223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,122

3243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,123

3263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,124

3283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,125

3303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,126

3323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,127

3343,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,128

3363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,129

3383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,130

3403,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,131

3423,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,132

3443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,133

3463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,134

3483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,135

3503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,136

3523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,137

3543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,138

3563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,139

3583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,140

3603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,141

3623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,142

3643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,143

3663,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,144

3683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,145

3703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,146

3723,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,147

3743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,148

3763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,149

3783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,150

3803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,151

3823,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,152

3843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,153

3863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,154

3883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,155

3903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,156

3923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,157

3943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,158

3963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,159

3983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,160

4003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,161

4023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,162

4043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,163

4063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,164

4083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,165

4103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,166

4123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,167

4143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,168

4163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,169

4183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,170

4203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,171

4223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,172

4243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,173

4263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,174

4283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,175

4303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,176

4323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,177

4343,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,178

4363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,179

4383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,180

4403,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,181

4423,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,182

4443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,183

4463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,184

4483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,185

4503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,186

4523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,187

4543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,188

4563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,189

4583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,190

4603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,191

4623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,192

4643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,193

4663,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,194

4683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,195

4703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,196

4723,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,197

4743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,198

4763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,199

4783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,200

4803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,201

4823,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,202

4843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,203

4863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,204

4883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,205

4903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,206

4923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,207

4943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,208

4963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,209

4983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,210

5003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,211

5023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,212

5043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,213

5063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,214

5083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,215

5103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,216

5123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,217

5143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,218

5163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,219

5183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,220

5203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,221

5223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,222

5243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,223

5263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,224

5283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,225

5303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,226

5323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,227

5343,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,228

5363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,229

5383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,230

5403,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,231

5423,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,232

5443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,233

5463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,234

5483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,235

5503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,236

5523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,237

5543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,238

5563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,239

5583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,240

5603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,241

5623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,242

5643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,243

5663,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,244

5683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,245

5703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,246

5723,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,247

5743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,248

5763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,249

5783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,250

5803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,251

5823,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,252

5843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,253

5863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,254

5883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,255

5903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,256

5923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,257

5943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,258

5963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,259

5983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,260

6003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,261

6023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,262

6043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,263

6063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,264

6083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,265

6103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,266

6123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,267

6143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,268

6163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,269

6183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,270

6203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,271

6223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,272

6243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,273

6263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,274

6283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,275

6303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234375,-1,0,0,0,0,276

