timestamp,code,queue_index
747,LLL,0

770,LLL,1

784,LLL,2

822,LLL,3

853,LLL,4

866,LLL,5

884,LLL,6

903,LLL,7

924,LLL,8

944,LLL,9

963,LLL,10

983,LLL,11

1003,LLL,12

1023,LLL,13

1043,LLL,14

1063,LLL,15

1084,LLL,16

1104,LLL,17

1123,LLL,18

1143,LLL,19

1163,LLL,20

1183,LLL,21

1203,LLL,22

1223,LLL,23

1243,LLL,24

1263,LLL,25

1283,LLL,26

1303,LLL,27

1323,LLL,28

1344,LLL,29

1363,LLL,30

1383,LLL,31

1403,LLL,32

1423,LLL,33

1443,LLL,34

1463,LLL,35

1483,LLL,36

1504,LLL,37

1524,LLL,38

1543,LLL,39

1564,LLL,40

1583,LLL,41

1603,LLL,42

1623,LLL,43

1644,LLL,44

1664,LLL,45

1683,LLL,46

1703,LLL,47

1723,LLL,48

1744,LLL,49

1764,LLL,50

1784,LLL,51

1803,LLL,52

1823,LLL,53

1843,LLL,54

1864,LLL,55

1884,LLL,56

1903,LLL,57

1924,LLL,58

1943,LLL,59

1963,LLL,60

1983,LLL,61

2004,LLL,62

2024,LLL,63

2044,LLL,64

2063,LLL,65

2083,LLL,66

2103,LLL,67

2123,LLL,68

2143,LLL,69

2163,LLL,70

2184,LLL,71

2203,LLL,72

2224,LLL,73

2243,LLL,74

2263,LLL,75

2284,LLL,76

2312,LLL,77

2325,LLL,78

2344,LLL,79

2369,LLL,80

2384,LLL,81

2404,LLL,82

2443,LLL,83

2464,LLL,84

2484,LLL,85

2504,LLL,86

2524,LLL,87

2543,LLL,88

2564,LLL,89

2584,LLL,90

2604,LLL,91

2624,LLL,92

2644,LLL,93

2664,LLL,94

2684,LLL,95

2704,LLL,96

2725,LLL,97

2745,LLL,98

2765,LLL,99

2784,LLL,100

2807,LLL,101

2825,LLL,102

2844,LLL,103

2864,LLL,104

2884,LLL,105

2904,LLL,106

2924,LLL,107

2944,LLL,108

2964,LLL,109

2984,LLL,110

3005,LLL,111

3028,LLL,112

3044,LLL,113

3064,LLL,114

3084,LLL,115

3104,LLL,116

3125,LLL,117

3144,LLL,118

3168,LLL,119

3184,LLL,120

3204,LLL,121

3224,LLL,122

3244,LLL,123

3264,LLL,124

3284,LLL,125

3304,LLL,126

3324,LLL,127

3345,LLL,128

3364,LLL,129

3384,LLL,130

3408,LLL,131

3424,LLL,132

3447,LLL,133

3464,LLL,134

3484,LLL,135

3504,LLL,136

3524,LLL,137

3544,LLL,138

3564,LLL,139

3584,LLL,140

3604,LLL,141

3624,LLL,142

3644,LLL,143

3664,LLL,144

3684,LLL,145

3704,LLL,146

3727,LLL,147

3748,LLL,148

3764,LLL,149

3784,LLL,150

3804,LLL,151

3824,LLL,152

3847,LLL,153

3864,LLL,154

3883,LLL,155

3904,LLL,156

3924,LLL,157

3944,LLL,158

3967,LLL,159

3984,LLL,160

4004,LLL,161

4024,LLL,162

4044,LLL,163

4067,LLL,164

4084,LLL,165

4105,LLL,166

4124,LLL,167

4144,LLL,168

4164,LLL,169

4184,LLL,170

4205,LLL,171

4224,LLL,172

4247,LLL,173

4265,LLL,174

4284,LLL,175

4304,LLL,176

4324,LLL,177

4347,LLL,178

4368,LLL,179

4384,LLL,180

